coverage;n. việc đưa tin về những sự kiện (báo chí, radio, tv...)
criminal;n. phạm tội/tội phạm
crowded;adj. đông đúc
cure;n. thuốc, phương thuốc, cách chữa bệnh
decent;adj. đứng đắn, tao nhã
decline;n. sự suy giảm
deliver;v. phân phát (thư), giao (hàng), đưa ai đến đâu
demanding;adj. khó khăn, đòi hỏi khắt khe
demonstrate;v. bày tỏ, biểu lộ, cho thấy, chứng minh, giải thích
depression;n. chán nản, buồn rầu
design;n. kiểu dáng, thiết kế
destination;n. nơi đến, nơi tới, đích đến, mục đích
determination;n. sự quyết tâm
develop;v. phát triển (hint :d...)
device;n. thiết bị
digital;adj. thuộc về số, kĩ thuật số
dilemma;n. tình trạng khó xử
discharge;v. thải ra, đổ ra
discipline;n. kỷ luật
distinguish;v. phân biệt, nhận ra, nhận biết, phân thành, chia thành, xếp thành loại
diversity;n. sự khác biệt, đa dạng
doubtful;adj. không chắc chắn, nghi ngờ
drive;v. khiến ai tức giận/nổi điên, khiến ai làm điều gì tồi tệ
earn;v. kiếm được (tiền...)
ease;v. làm dịu đi
eligible;adj. thích hợp, đủ tư cách, đủ tiêu chuẩn, có thể chọn được
embrace;v. chấp nhận (ý tưởng, đề nghị, hệ tư tưởng,...)
emerge;v. đi ra từ một nơi tối, hạn hẹp hay ẩn, nổi lên, hiện ra
emission;n. chất thải phát ra (khí, gas, ...)
empirical;adj. theo kinh nghiệm, thực tiễn
engage;v. thu hút (sự chú ý…), giành được (tình cảm…)
enhance;v. nâng cao, tăng cường
enjoy;v. yêu thích, thưởng thức
enterprise;n. hãng, công ty, xí nghiệp
era;n. thời kì, kỉ nguyên
essential;adj. cần thiết, quan trọng
ethnic;adj. thuộc về dân tộc
evidence;n. bằng chứng
evident;adj. hiển nhiên, rõ ràng
exceptional;adj. xuất chúng, đặc biệt
exclude;v. loại trừ
exercise;v. sử dụng (quyền, khả năng, ...)
experience;n. kinh nghiệm
expertise;n. kiến thức, kĩ năng chuyên môn
exploit;v. khai thác, bóc lột
exploration;n. sự thăm dò, sự thám hiểm
exposure;n. việc được đề cập, bàn luận nhiều (trên tivi, báo chí...)
express;adj. nhanh, hỏa tốc, tốc hành.
extended family;n. gia đình mở rộng, một nhóm gia đình có mối quan hệ thân thiết, không chỉ bao gồm bố mẹ và con cái mà có cả cô (dì), chú (bác), ông bà
extraordinary;adj. lạ thường, khác thường
factor;n. nhân tố, yếu tố
faculty;n. năng lực
fame;n. tiếng tăm, danh tiếng
fantastic;adj. tuyệt diệu
fatal;adj. gây tử vong, gây chết người
flexible;adj. linh động, linh hoạt
flora;n. hệ thực vật
fond;adj. yêu mến, thích
formerly;adv. trước đây
fossil fuel;n. nhiên liệu hóa thạch
foundation;n. nền tảng, cơ sở 
fraud;n. sự gian lận, sự lừa gạt
fulfill;v. thực hiện, thi hành, hoàn thành, làm tròn
functional;adj. thiết thực, thực dụng
fundamental;adj. cơ bản, chủ yếu
further;v. thúc đẩy, giúp cho
gain;v. đạt được, giành được
gap;n. khoảng cách, khoảng trống
generate;v. làm ra, tạo ra, phát ra
genuine;adj. chân thực, xác thực
gesture;n. điệu bộ, cử chỉ
grant;n. khoản tiền tài trợ, trợ cấp, học bổng 
grasp;n. sự hiểu biết (về một môn học, vấn đề khó khăn nào đó,...)
gravity;n. tính nghiêm trọng
greenhouse effect;n. hiệu ứng nhà kính (sự gia tăng nhiệt độ của khí quyển trái đất, gây ra bởi sự gia tăng của khí CO2 trong không khí bao quanh trái đất, và khí CO2 hấp thụ nhiệt)
guideline;n. hướng dẫn, nguyên tắc chỉ đạo
habitat;n. môi trường sống
harsh;adj. cay nghiệt, cay độc
hazard;n. mối nguy, rủi ro
height;n. chiều cao, đỉnh cao
horizon;n. tầm nhận thức, phạm vi hiểu biết
illusion;n. ảo tưởng
illustrate;v. minh họa
impact;n. sự tác động mạnh, ảnh hưởng mạnh
imply;v. ngụ ý, hàm ý, ẩn ý, ý nói
increase;v. tăng
indicate;v. chỉ ra, cho biết điều gì
individual;adj. cá nhân, riêng biệt
inequality;n. sự không bình đẳng, sự không đồng đều
inevitable;adj. không thể tránh được, chắc chắn xảy ra
infant;n. trẻ con, nhi đồng
inflation;n. lạm phát
influence;v. ảnh hưởng, tác động
influential;adj . có ảnh hưởng	
inform;v. báo tin cho, cho biết, cung cấp tin tức
ingredient;n. thành phần, nguyên liệu
inhabitant;n. dân cư
inherent;adj. vốn có, cố hữu
innocent;adj. vô tội
innovation;n. sự đổi mới
insect;n. côn trùng
insight;n. sự thấu hiểu, sự hiểu biết sâu sắc
inspiration;n. cảm hứng
instant;adj. ngay tức khắc, lập tức
instinct;n. bản năng, năng khiếu
intake;n. lượng hấp thu
integral;adj. cần thiết, không thể thiếu
interpret;v. giải thích, làm sáng tỏ
invest;v. đầu tư
investigate;v. điều tra, nghiên cứu
issue;n. vấn đề
junk food;n. đồ ăn nhanh, quà vặt
lasting;adj. lâu dài, bền vững (hint :l...)
latest;n. thứ, tin tức gần đây nhất hoặc mới nhất
liable;adj. dễ bị (chấn thương, bệnh,...)
local;adj. mang tính địa phương
long-term;adj. dài hạn, dài ngày, lâu dài
loss;n. sự mất mát
loyalty;n. lòng trung thành
mainstream;n. xu thế chủ đạo, chính quy
maintain;v. duy trì
manual;n. sách hướng dẫn sử dụng, sổ tay
marked;adj. rõ rệt, dễ nhận thấy
market;n. thị trường, chợ, nơi mua bán sản phẩm...
mature;adj. trưởng thành, chín chắn
measure;v. đo
memory;n. trí nhớ
miserable;adj. khổ sở, không vui, không thoải mái
misleading;adj. gây hiểu nhầm, sai lầm
moderate;adj. khiêm tốn, vừa phải, trung bình
monitor;v. quan sát, theo dõi
mortgage;n. nợ thế chấp, văn bản thế chấp, tiền thế chấp
nuclear family;n. gia đình hiểu theo nghĩa thuần túy là chỉ có cha mẹ và các con, gia đình hạt nhân
obstacle;n. trở ngại, khó khăn
occupation;n. nghề nghiệp
offensive;adj. xúc phạm, công kích
old-fashioned;adj. lỗi thời
optimistic;adj. lạc quan
outbreak;n. sự bùng nổ, sự bùng phát
outlook;n. quan điểm, cách nhìn nhận
outstanding;adj. còn tồn tại, chưa giải quyết xong, chưa trả nợ
overcome;v. vượt qua
overwhelming;adj. rất lớn và mạnh, áp đảo
participate;v. tham gia
patent;n. bằng sáng chế
peaceful;adj. yên bình, thanh bình
peer;n. người cùng tuổi, địa vị, hoặc thứ bậc
persistent;adj. kiên trì, dai dẳng
perspective;n. góc nhìn, khía cạnh
phase;n. giai đoạn
portion;n. chia phần, số phận
positive;adj. tích cực, lạc quan
possess;v. có, sở hữu
practical;adj. thực tế, thực tiễn
predict;v. dự báo, dự đoán trước
prejudice;n. định kiến, thành kiến
present;v. đưa ra, bày tỏ, giới thiệu
preserve;v. gìn giữ, bảo tồn
pressing;adj. cấp bách
prevention;n. sự ngăn ngừa
prey;n. bị hại, ảnh hưởng (bởi điều gì xấu)
primary;adj. hàng đầu, chính
principle;n. nguyên tắc
proceed;v. tiếp tục, tiếp diễn
productive;adj. có năng suất, hiệu quả 
profound;adj. rất lớn, sâu sắc
prominent;adj. quan trọng, nổi tiếng
promote;v. khuyến khích, đẩy mạnh, làm tăng thêm
proportion;n. sự cân đối, phần
quantity;n. lượng, số lượng
radiation;n. sự bức xạ, phóng xạ
radical;adj. liên quan đến những phần cơ bản và quan trọng nhất, hoàn toàn, triệt để
rate;n. mức giá, tỉ lệ
realistic;adj. hiện thực, thực tế
recommend;v. giới thiệu, tiến cử
recover;v. hồi phục
redundant;adj. không có việc, bị sa thải
reflect;v. phản chiếu, phản hồi
regret;n. sự hối tiếc
regulation;n. quy tắc, nội quy
relevant;adj. có liên quan
remedy;n. cách khắc phục
reminder;n. vật nhắc nhở
resolve;v. giải quyết
resort;n. khu nghỉ dưỡng
retail;n. bán lẻ
review;n. bài đánh giá, lời đánh giá
right;n. bên phải
ruin;v. hủy hoại, phá hỏng
satellite;n. vệ tinh
satisfy;v. đáp ứng, thỏa mãn (được yêu cầu, điều kiện...)
scent;n. mùi thơm
seek;v. tìm kiếm
shift;v. chuyển dịch 
short-term;adj. ngắn hạn
shoulder;n. vai
single;n. đĩa đơn
smooth;adj. hòa nhã, lễ độ
soap opera;n. những tập phim nhiều kì về sự kiện và vấn đề thường ngày của các nhân vật, được phát mỗi ngày hay vài lần một tuần (trên radio, TV )
so-called;adj. cái, người được cho là
solar;adj. (thuộc) mặt trời
sophisticated;adj. tinh vi, phức tạp
sound;v. nghe có vẻ, nghe như
space station;n. trạm vũ trụ
speculation;n. sự suy đoán
state;v. phát biểu, nói rõ, tuyên bố
steep;adj. nhanh (tăng, giảm)
stick;v. dính
stimulus;n. cái thúc đẩy, kích thích sự phát triển của ai, cái gì
strain;n. gánh nặng, áp lực
strict;adj. nghiêm ngặt
stroke;v. vuốt ve
successive;adj. kế tiếp, liên tiếp
sufficient;adj. đủ, đủ dùng (cho một việc hay mục đích nào đó)
survive;v. sống sót
tackle;v. giải quyết, xử lí
telecommunications;n. viễn thông
therapy;n. liệu pháp, trị liệu
thesis;n. khóa luận
toxic;adj. độc hại (hint :t...)
transition;n. giai đoạn, quá trình chuyển tiếp, chuyển giao
tremendous;adj. rất lớn (hint :t...)
trial;n. vụ, việc, sự xét xử
triumph;n. thành tựu, chiến thắng
tutor;v. dạy phụ đạo, phụ đạo
typically;adv. tiêu biểu, điển hình
underlying;adj. cơ bản, quan trọng (nhưng không dễ dàng nhận thấy)
universal;adj. thuộc/ có tính toàn cầu
urgent;adj. cấp bách, khẩn cấp
useless;adj. vô dụng, vô ích
value;v. đánh giá, định giá
variation;n. sự thay đổi, biến đổi (về lượng hoặc mức độ)
venue;n. nơi thi đấu
vital;adj. thiết yếu, mang tính quyết định
voluntary;adj. tự nguyện, tình nguyện
vulnerable;adj. dễ bị tổn thương
waste;v. lãng phí
wealthy;adj. giàu có
withdraw;v. rút lui
workforce;n. lực lượng lao động
worthwhile;adj. đáng giá, xứng đáng
abolish;v. bãi bỏ, xóa bỏ (luật, hệ thống, tổ chức)
absorb;v. hút, hấp thu
accomplished;adj. có tài, cừ khôi
adapt;v. thích nghi (với môi trường...)
adhere;v. tuân theo
adjust;v. điều chỉnh (hint :a...)
adolescent;n. thanh niên
advantageous;adj. có lợi, thuận lợi
adventurous;adj. (thích) phiêu lưu, mạo hiểm
adversely;adv. xấu, tiêu cực
affectionate;adj. thương yêu, âu yếm, trìu mến
allergy;n. sự dị ứng
alleviate;v. giảm bớt, xoa dịu
alternate;v. luân phiên, đan xen
amenity;n. tiện nghi
analogy;n. sự so sánh những đặc điểm tương tự, sự tương tự, sự giống nhau
appealing;adj. hấp dẫn, thú vị
appetite;n. sự ngon miệng, sự thèm ăn
arid;adj. khô cằn
arithmetic;n. số học
bankrupt;adj. vỡ nợ, phá sản
bland;adj. nhạt/ lạt
breakthrough;n. bước đột phá, bước tiến quan trọng
breathtaking;adj. hấp dẫn, ngoạn mục (đến nghẹt thở)
brisk;adj. nhanh nhẩu, hoạt bát
carbon dioxide;n. khí CO2, khí cacbon đi-o-xit
catastrophic;adj. thê thảm
celebrity;n. người nổi tiếng
chronological;adj. theo thứ tự thời gian
clarify;v. làm cho sáng sủa, dễ hiểu
classify;v. phân loại
clumsy;adj. vụng về
coherent;adj. mạch lạc, chặt chẽ
compensate;v. bù, đền bù, bồi thường
complacency;n. tính tự mãn, sự thoả mãn
complementary;adj. bổ sung, bổ trợ
comprehend;v. hiểu rõ, nhận thức thấu đáo
conceivable;adj. có thể hiểu, hình dung được
condemn;v. lên án, chỉ trích
confer;v. hỏi ý kiến, hội ý
confidential;adj. giữ kín, bí mật
confront;v. chạm trán, đương đầu với
consecutive;adj. liên tiếp
constructive;adj. hữu ích
consume;v. tiêu thụ, tiêu dùng
contrived;adj. có tính toán, dàn xếp trước, giả tạo
convey;v. chuyển tải, thể hiện (ý tưởng, cảm xúc đến ai)
convict;v. kết án, tuyên bố có tội
cosmic;adj. rộng lớn
cosy;adj. ấm cúng
cramped;adj. chật hẹp
creativity;n. óc sáng tạo, tính sáng tạo
credible;adj. có thể tin được
cumulative;adj. tích lũy
curb;n. sự kềm chế, hạn chế
cutting edge;n. tiên tiến nhất, hiện đại nhất
debris;n. mảnh vỡ, mảnh vụn
decorate;v. trang trí
dedication;n. ‹sự› cống hiến, hiến dâng, tận tâm, tận tụy
deficiency;n. sự thiếu hụt, không có (điều gì thiết yếu)
demographics;n. số liệu nhân khẩu học
deprive;v. lấy đi, tước đoạt
derelict;adj. bị bỏ hoang, vô chủ
deter;v. ngăn cản, cản trở
deterrent;n. cách ngăn cản, ngăn chặn
detrimental;adj. có hại (hint :d...)
devastating;adj. tàn phá, phá huỷ
devise;v. nghĩ ra, sáng chế
devotion;n. sự tận tâm
diabetes;n. (y học) bệnh đái đường
dialect;n. tiếng địa phương
diminish;v. suy giảm, thu nhỏ
disadvantaged;adj. thiệt thòi, có hoàn cảnh khó khăn
disastrous;adj. tai hại, thảm khốc
discrepancy;n. ‹sự› khác nhau, trái ngược nhau
disparity;n. sự cách biệt, sự chênh lệch
disposable;adj. dùng một lần, có thể bỏ đi
dispose;v. loại bỏ (một cái gì mình không còn cần)
disrupt;v. đập vỡ, ngăn cản
disruptive;adj. quậy phá
dissatisfied;adj. không hài lòng, bất mãn
dissertation;n. bài nghị luận, bài luận văn
distorted;adj. bị bóp méo, bị xuyên tạc
divert;v. hướng (sự chú ý,...) sang chuyện khác
dominate;v. trội hơn, chiếm ưu thế
drastic;adj. mạnh mẽ, quyết liệt
drawback;n. khuyết điểm
drought;n. nạn hạn hán
dump;n. bãi đổ, nơi chứa
durable;adj. bền, lâu
ecology;n. sinh thái
economical;adj. tiết kiệm, đáng giá đồng tiền
eliminate;v. loại ra
embark;v. bắt đầu làm điều gì mới và khó khăn
emphasize;v. nhấn mạnh, làm nổi bật
endeavour;n. (sự) cố gắng, nỗ lực
endorse;v. xác nhận, chứng thực chất lượng được quảng cáo (của món hàng...)
endure;v. chịu đựng, cam chịu
enduring;adj. lâu dài, bền vững (hint :e...)
enforce;v. làm cho có hiệu lực, bắt tuân theo, đem thi hành (luật lệ)
entertaining;adj. mang tính giải trí
entrepreneur;n. người khởi nghiệp
envisage;v. dự tính, vạch ra (kế hoạch...), nghĩ đến
erratic;adj. thất thường, không đều, không thể tin cậy
esteem;n. sự kính mến, sự quý trọng
evolve;v. phát triển (hint :e...)
excavation;n. sự khai quật
exceed;v. vượt trội
exert;v. gây, tác động (để ảnh hưởng ai, cái gì)
exhaust;v. làm cạn kiệt
expose;v. phơi bày, bộc lộ
extinct;adj. tuyệt chủng
extravagant;adj. phung phí
facade;n. bề ngoài, vẻ ngoài
facilitate;v. làm cho dễ dàng, làm cho thuận tiện
factual;adj. căn cứ trên sự thật, có thật
far-reaching;adj. có ảnh hưởng sâu rộng
fauna;n. hệ động vật
feasible;adj. khả thi
fertilizer;n. phân bón
flaw;n. sai lầm, thiếu sót
flourish;v. phát triển (hint :f...)
food chain;n. chuỗi thức ăn
freelance;adj. làm nghề tự do
fumes;n. khói, hơi bốc
fume;v. thải khí hoặc hơi nước
galaxy;n. ngân hà, thiên hà
GDP;n. viết tắt của Gross Domestic Products - Tổng sản phẩm quốc nội
greedy;adj. tham lam
harmful;adj. có hại (hint :h...)
harness;v. khai thác, sử dụng tiềm năng
haul;n. chặng đường
heart attack;n. bệnh đau tim
hesitation;n. sự do dự
hindsight;n. sự nhận thức muộn màng (sau khi việc đã xảy ra mới nhìn ra vấn đề)
hospitality;n. lòng mến khách, lòng hiếu khách
hybrid;n. cây lai, vật lai
hypocrisy;n. hành động, thái độ đạo đức giả
icon;n. biểu tượng
imaginative;adj. giàu tưởng tượng
imaginary;adj. chỉ tồn tại trong tâm trí, trí tưởng tượng
immune;adj. miễn dịch
impoverished;adj. rất nghèo
impoverishment;n. giai đoạn nghèo khổ
incur;v. gánh chịu,bị
indifference;n. sự hờ hững, không quan tâm
indigenous;adj. bản địa, vốn thuộc về một nơi nào đó
induce;v. khiến, xui khiến
indulge;v. tận hưởng, ham mê (đặc biệt là những cái không tốt cho mình)
infancy;n. lúc còn trứng nước, giai đoạn phát triển ban đầu
infectious;adj. dễ lây, lan truyền
informative;adj. (cung cấp) nhiều thông tin
infrastructure;n. cơ sở hạ tầng
inhibit;v. ngăn chặn, kiềm chế
initiate;v. khởi đầu
innate;adj. bẩm sinh
integrate;v. hòa nhập, hội nhập
interactive;adj. có tính tương tác
intervene;v. xen vào, can thiệp
intimacy;n. sự thân mật, sự thân tình
intricate;adj. phức tạp
intrusion;n. sự xâm phạm, sự xâm nhập
irresponsible;adj. thiếu trách nhiệm
isolate;v. cách li, cô lập
labourer;n. người lao động chân tay
landmark;n. danh thắng
literate;adj. biết đọc, biết viết
livelihood;n. kế sinh nhai (cách kiếm tiền sinh sống)
lucrative;adj. có lợi, sinh lợi, béo bở
luxurious;adj. sang trọng, lộng lẫy
magical;adj. có ma lực, có sức lôi cuốn, được sử dụng trong ảo thuật
mandatory;adj. (thuộc) lệnh, bắt buộc
mass media;n. thông tin đại chúng
maternal;adj. (thuộc) mẹ, của người mẹ
meaningful;adj. có ý nghĩa
merge;v. sáp nhập, hợp nhất
modify;v. sửa đổi, điều chỉnh
mother tongue;n. tiếng mẹ đẻ
motive;n. cớ, lý do, động cơ (của một hành động)
mundane;adj. không thú vị, không hấp dẫn, bình thường, nhàm chán
negative equity;n. tài sản âm, tài sản ròng có giá trị âm, vốn chủ sở hữu âm
niche;n. (thị trường) ngách (một nhóm người có chung một số đặc điểm hay sở thích mua sắm nào đó)
nominal;adj. chỉ tồn tại trên danh nghĩa, hữu danh vô thực
novice;n. người mới học, người chưa có kinh nghiệm
nutrient;n. chất dinh dưỡng
obey;v. tuân thủ
oblivious;adj. không chú ý đến
occupy;v. chiếm giữ, ở, cư ngụ
onset;n. sự bắt đầu (đặc biệt là điều gì gây khó chịu)
orbit;v. đi theo quỹ đạo
outdoor;adj. ngoài trời, ở ngoài
outdoors;adv. ở ngoài trời, ở ngoài nhà
overweight;adj. thừa cân
packaging;n. bao bì
paradox;n. nghịch lí, mâu thuẫn
passionate;adj. nồng nhiệt, đam mê
peninsula;n. bán đảo
perceive;v. nhận thấy, để ý
perk;n. thù lao, bổng lộc, đặc quyền, lợi ích
persist;v. kiên trì, kiên định, khăng khăng
pervasive;adj. toả khắp, lan tràn khắp, phổ biến
pesticide;n. thuốc trừ sâu
picturesque;adj. đẹp như tranh
pioneer;n. người tiên phong
pitfall;n. nguy hiểm, cạm bẫy
plateau;n. cao nguyên
plunge;v. sụt giảm mạnh
pointless;adj. vô nghĩa, vô ích
poisonous;adj. độc hại (hint :p...)
pollutant;n. chất gây ô nhiễm
portable;adj. cầm tay, dễ mang theo
postgraduate;n. nghiên cứu sinh sau đại học
predominant;adj. ưu thế
prehistoric;adj. (thuộc về) tiền sử
prerequisite;adj. (điều/điều kiện) tiên quyết, cần trước hết, đòi hỏi trước hết
prevalent;adj. phổ biến
privacy;n. sự riêng tư
prototype;n. nguyên mẫu
provoke;v. gây ra (một phản ứng, kết quả, ...)
punish;v. phạt, trừng phạt
questionable;adj. đáng nghi ngờ
rash;adj. hấp tấp, liều lĩnh, thiếu suy nghĩ
reckless;adj. thiếu thận trọng, liều lĩnh
recreational;adj. giải trí, có tính giải trí
regulate;v. điều chỉnh (hint :r...)
reinforce;v. tăng cường, củng cố
relaxing;adj. thư giãn
relieve;v. làm dịu đi, làm cho nhẹ nhõm
render;v. làm, khiến (ai lâm vào tình trạng nào)
renewable;adj. có thể hồi phục được
resemblance;n. sự giống nhau
resent;v. phẫn uất, không bằng lòng
resistant;adj. đề kháng, có sức chịu đựng
respiratory;adj. thuộc hô hấp
revise;v. đọc lại, xem lại, duyệt lại, sửa lại (bản in thử, đạo luật...)
rewarding;adj. bổ ích, đáng làm
rivalry;n. sự ganh đua, sự kình địch
rocket;v. tăng vùn vụt
safeguard;v. bảo vệ, giữ gìn
salient;adj. quan trọng, nổi bật
sceptical;adj. hoài nghi, ngờ vực
setback;n. cản trở, chướng ngại vật
sibling;n. anh, chị, em ruột
sign language;n. ngôn ngữ kí hiệu (dùng để giao tiếp với người khiếm thính)
skip;v. nhảy qua, bỏ qua, nhảy dây
slender;adj. ít ỏi, nghèo nàn
slum;n. khu nhà ổ chuột
slump;n. sự sụt giảm đột ngột (giá, doanh số, giá trị...)
smuggling;n. sự buôn lậu, tội buôn lậu
spacious;adj. rộng rãi
span;n. quãng thời gian
speculate;v. suy đoán
spontaneous;adj. ngẫu hứng, tự phát
staggering;adj. đáng kinh ngạc, sửng sốt
state of the art;adj. tiên tiến, hiện đại nhất hiện nay
stimulate;v. khích lệ, khuyến khích
stimulating;adj. thú vị, hào hứng, khuyến khích
stressful;adj. căng thẳng
stunning;adj. ấn tượng, cuốn hút
superficial;adj. nông cạn, hời hợt
supervisor;n. người giám sát
surround;v. bao quanh
susceptible;adj. dễ bị (ảnh hưởng, tổn thương,...)
sustainable;adj. bền vững, có thể kéo dài lâu được
syllabus;n. giáo trình, chương trình học
tabloid;n. báo "lá cải" (các bài viết ngắn với nhiều hình ảnh, thường về những người nổi tiếng)
tangible;adj. hữu hình, rõ ràng
taxing;adj. vất vả, đòi hỏi sự cố gắng
tedious;adj. chán ngắt, tẻ nhạt, nhạt nhẽo, buồn tẻ
temperament;n. khí chất, tính khí
tertiary;adj. (cấp độ, cấp bậc) thứ ba
threaten;v. đe doạ
thrive;v. trở nên, tiếp tục thành công hoặc khỏe mạnh
time-consuming;adj. tốn nhiều thời gian, dài dòng
tolerance;n. lòng khoan dung
tolerant;adj. khoan dung, có tư tưởng rộng rãi, khoáng đạt
trait;n. đức tính
transform;v. thay đổi, biến đổi
translate;v. chuyển sang, biến thành
trauma;n. chấn thương tâm lí, tổn thương
traumatic;adj. (gây) đau buồn
treacherous;adj. dối trá, xảo quyệt
trigger;n. nguyên nhân thúc đẩy (đặc biệt là một điều tồi tệ xảy ra)
trivial;adj. nhỏ nhặt, lặt vặt
ubiquitous;adj. có ở khắp nơi, rất phổ biến
undergo;v. trải qua
underline;v. gạch chân (dòng chữ)
unprecedented;adj. chưa từng có/xảy ra trước đây
unskilled;adj. không có chuyên môn, không giỏi, không cần chuyên môn
upbringing;n. sự giáo dục, sự dạy dỗ (trẻ con)
up to date;adj. cập nhật, có thông tin mới nhất
vandalism;n. sự phá hoại (những công trình văn hoá, công cộng)
versatile;adj. đa năng, nhiều công dụng
viable;adj. có tính khả thi
vivid;adj. sinh động
vocational;adj. hướng nghiệp
volatile;adj. nhiều biến động, dễ trở nên xấu đi hay nguy hiểm hơn
well-being;n. tình trạng hạnh phúc, khỏe mạnh nói chung, phúc lợi
abate;v. (làm) dịu đi, yếu đi, giảm bớt
abhor;v. ghê tởm, ghét cay ghét đắng
acclimatize;v. thích nghi với môi trường, khí hậu
achievable;adj. có thể đạt được, thực hiện được
acquiesce;v. bằng lòng, ưng thuận, đồng ý, bằng lòng ngầm, mặc nhận
activate;v. kích hoạt
addicted;adj. nghiện (ma túy, cờ bạc,...)
admonish;v. khiển trách, la rầy
adulthood;n. tuổi khôn lớn, tuổi trưởng thành
affable;adj. lịch sự, hoà nhã, niềm nở, ân cần
aggravate;v. làm trầm trọng, xấu thêm
alacrity;n. sự sốt sắng
amiable;adj. dễ thương, thân thiện
appease;v. làm dịu, xoa dịu
arcane;adj. bí ẩn, kì lạ, phức tạp
arduous;adj. khó khăn, gian khổ
assimilate;v. trở thành (hoặc làm cho ai đó trở thành) một phần của một cộng đồng, một đất nước thay vì là một nhóm riêng biệt, hòa nhập (làm cho ai đó hòa nhập)
at-risk;adj. có nguy cơ cao, bị đe dọa
attainable;adj. có thể đạt được
attention-grabbing;adj. thu hút sự chú ý
backpack;n. ba lô
biodiversity;n. đa dạng sinh học
biofuel;n. nhiên liệu sinh học
blue-collar;adj. thuộc về hoặc liên quan đến những người lao động chân tay
brazen;adj. vô liêm sỉ, trắng trợn
brusque;adj. lỗ mãng, cộc cằn
burgeon;v. bắt đầu lớn lên, phát triển nhanh chóng
cajole;v. dụ dỗ, nịnh nọt
callous;adj. nhẫn tâm
candour;n. tính thật thà, ngay thẳng
censor;v. kiểm duyệt
cherish;v. trân trọng, yêu quý
circumspect;adj. thận trọng
circumvent;v. tìm cách tránh một khó khăn hoặc một quy định nào đó, lách (luật)
clandestine;adj. giấu giếm, bí mật
close-knit;adj. gắn bó, gần gũi, thân thiết
cluttered;adj. lộn xộn, bừa bộn
coerce;v. buộc, ép buộc
cohesive;adj. gắn kết chặt chẽ, dính liền
colonize;v. chiếm làm thuộc địa
colossal;adj. rất lớn (hint :c...)
computerize;v. trang bị máy vi tính, tin học hóa
conducive;adj. có ích, có lợi (hint :c...)
confidant;n. bạn tâm tình, tri kỉ
conjecture;n. sự phỏng đoán, sự ước đoán
connive;v. thông đồng
conserve;v. bảo tồn, duy trì, gìn giữ
construe;v. hiểu, giải thích (câu, từ, hành động)
contaminate;v. làm ô nhiễm, làm bẩn
converse;v. nói chuyện, trò chuyện với
cosmopolitan;adj. (mang tính) quốc tế
counteract;v. chống lại, làm mất tác dụng
craving;n. sự thèm muốn, lòng khao khát
crux;n. (điểm) mấu chốt, then chốt
cultivate;v. canh tác, trồng trọt
current affairs;n. thời sự
debase;v. làm xấu đi, làm giảm giá trị
decry;v. chê bai, công khai chỉ trích (ai)
deferential;n. cung kính, tôn kính
deforestation;n. sự tàn phá rừng, hiện tượng rừng bị tàn phá
demeanour;n. cách xử sự, cử chỉ, thái độ
demolish;v. phá huỷ, phá bỏ
demure;adj. kín đáo, nghiêm trang, từ tốn
