liability;n. nguy cơ, điều gây khó khăn trở ngại
maintain;v. duy trì
management;n. (sự) quản lý, quản trị
manager;n. giám đốc
market;n. thị trường, chợ, nơi mua bán sản phẩm...
master;n. chủ nhân
match;v. ghép, nối
measure;v. đo
merchant;n. nhà buôn, thương gia
monitor;v. quan sát, theo dõi
network;v. nối mạng
objective;n. mục tiêu, mục đích, khách quan
operate;v. vận hành, làm cho hoạt động
perform;v. biểu diễn, trình diễn
personnel;n. nhân viên (hint :p...)
physical;n. khám sức khỏe
position;n. vị trí
practitioner;n. thầy thuốc, luật sư đang hành nghề
pressure;n. sức ép, áp lực
priority;n. quyền ưu tiên
procedure;n. thủ tục, các bước tiến hành 
professional;adj. chuyên nghiệp
profit;n. lợi nhuận
project;v. kế hoạch, đồ án, dự án
promote;v. khuyến khích, đẩy mạnh, làm tăng thêm
prospect;n. viễn cảnh, triển vọng
provide;v. cung cấp
public;adj. công cộng, công
purchase;n. sự mua, tậu, vật mua được, vật tậu được
qualification;n. năng lực, trình độ (để làm cái gì)
quality;n. chất lượng, phẩm chất
receive;v. nhận
record;n. hồ sơ, sổ sách, biên bản
reduce;v. giảm, hạ
reference;n. thư giới thiệu
relevant;adj. có liên quan
reply;v. trả lời, đáp lại 
respect;n. tộn trọng, kính trọng, khâm phục
responsibility;n. trách nhiệm, bổn phận
revenue;n. thu nhập (quốc gia)
review;n. bài đánh giá, lời đánh giá
salary;n. lương hàng tháng
sale;n. đợt bán hàng, giảm giá
schedule;n. chương trình, lịch trình
screen;v. sàng, lọc (hồ sơ xin việc)
service;n. dịch vụ
shift;v. chuyển dịch 
ship;v. vận chuyển
skill;n. kỹ năng, kỹ xảo
staff;n. nhân viên (hint :s...)
standard;n. tiêu chuẩn
strength;n. điểm mạnh, sức mạnh, sức lực
suggest;v. góp ý, gợi ý
support;v. ủng hộ, hỗ trợ
survey;n. cuộc khảo sát
systems analyst;n. nhà phân tích hệ thống
target;n. mục tiêu, mục đích
tax;n. thuế
technology;n. công nghệ
track;n. đường, hướng đi
training;n. ‹sự› rèn luyện, tập luyện, huấn luyện, dạy dỗ, đào tạo
transfer;v. chuyển
turnover;n. doanh số, doanh thu
union;n. công đoàn
value;v. đánh giá, định giá
variable;n. biến số, vật, lượng, tình huống có thể thay đổi
venture;n. cuộc mạo hiểm
view;v. xem
weakness;n. điểm yếu, nhược điểm, khuyết điểm
work;v. làm việc
workshop;n. xưởng
yield;v. sinh lợi
accelerate;v. thúc đẩy, tăng tốc
accomplishment;n. thành tựu, thành tích, sự hoàn thành, sự làm xong
acquire;v. đạt được, thu được
activate;v. kích hoạt
adapt;v. thích nghi (với môi trường...)
adjust;v. điều chỉnh (hint :a...)
administrator;n. người quản lý
adopt;v. chọn, áp dụng, chấp nhận và làm theo
advertise;v. quảng cáo, đăng tin (tuyển dụng...)
advise;v. khuyên
advocate;v. chủ trương, tán thành
affirm;v. khẳng định, xác nhận, quả quyết
allocate;v. cấp cho, phân phối
analyse;v. phân tích
appoint;v. chỉ định, bổ nhiệm
approve;v. chấp thuận
assign;v. phân công
assurance;n. sự cam đoan, bảo đảm
audit;v. kiểm toán
authorize;v. uỷ quyền, cho phép, cho quyền
automation;n. sự tự động hoá, kỹ thuật tự động
bachelor;n. cử nhân
bankrupt;adj. vỡ nợ, phá sản
bonus;n. tiền thưởng, điểm cộng
calculate;v. tính, tính toán
capability;n. khả năng, năng lực
cater;v. cung cấp thức ăn và đồ uống cho một sự kiện
certify;v. chứng nhận, chứng thực (bằng văn bản)
circulate;v. lưu hành, truyền
clarify;v. làm cho sáng sủa, dễ hiểu
classify;v. phân loại
collaborate;v. cộng tác
commodity;n. (Kinh tế) hàng hóa
communicate;v. giao tiếp
compile;v. soạn, biên soạn, soạn thảo
comply;v. tuân theo, đồng ý làm theo
conclude;v. kết luận, quyết định
confidential;adj. giữ kín, bí mật
connect;v. Kết nối
consult;v. tham khảo, hỏi ý kiến, quan tâm
cooperate;v. hợp tác
coordinate;v. kết hợp
counsel;v. tư vấn
coursework;n. quá trình học tập
criticize;v. phê bình, chỉ trích
customize;v. (Tin học) tùy chỉnh
deadline;n. thời hạn chót
decision-making;n. việc ra quyết định
demonstrate;v. bày tỏ, biểu lộ, cho thấy, chứng minh, giải thích
developer;n. người, công ty thiết kế và tạo ra sản phẩm mới
differentiate;v. phân biệt
diligence;n. sự siêng năng, cần cù
disclaimer;n. Sự chối từ, giải trừ trách nhiệm
distribute;v. phân phối
earn;v. kiếm được (tiền...)
edit;v. sửa chữa, biên tập, hiệu chỉnh
educate;v. giáo dục, dạy
eliminate;v. loại ra
enclosed;adj. được gửi kèm
endeavour;n. (sự) cố gắng, nỗ lực
endorse;v. xác nhận, chứng thực chất lượng được quảng cáo (của món hàng...)
end-user;n. là người sử dụng những sản phẩm tin học
enforce;v. làm cho có hiệu lực, bắt tuân theo, đem thi hành (luật lệ)
enhance;v. nâng cao, tăng cường
enquire;v. hỏi
entry-level;adj. ở cấp thấp nhất trong công ty
equip;v. trang bị
estimation;n. sự đánh giá, sự ước lượng
evaluate;v. đánh giá, định giá, ước lượng
execute;v. thực hiện, thi hành
expand;v. mở rộng, phát triển
extra-curricular;adj. ngoại khóa
facilitate;v. làm cho dễ dàng, làm cho thuận tiện
familiarize;v. làm cho quen (với vấn đề gì, công việc gì...)
fiscal;adj. (thuộc) công khố, (thuộc) tài chính
flexible;adj. linh động, linh hoạt
fluent;adj. trôi chảy
forensic;adj. (thuộc) pháp y
formulate;v. tạo ra, chuẩn bị
forward-looking;adj. biết hướng về phía trước, nhìn về tương lai
foster;v. ấp ủ, nuôi dưỡng, thúc đẩy
freelance;adj. làm nghề tự do
generate;v. làm ra, tạo ra, phát ra
graduate;n. người tốt nghiệp đại học, có bằng cử nhân
hire;v. thuê, mướn, tiền trả công
hub;n. (nghĩa bóng) trung tâm
implement;v. thi hành, thực hiện
improvise;v. ứng biến, làm gì đó mà không chuẩn bị trước 
inform;v. báo tin cho, cho biết, cung cấp tin tức
innovate;v. sáng kiến, đổi mới
insert;v. chèn vào, cho vào
in-service;adj. được thực hiện lúc đang làm việc, tại chức
inspiration;n. cảm hứng
install;v. lắp đặt, cài đặt
instruct;v. chỉ dẫn, chỉ thị cho
interact;v. tương tác, tiếp xúc
internship;n. kỳ thực tập
interpersonal;adj. giữa cá nhân với nhau, liên nhân
invent;v. phát minh, sáng chế
landline;n. điện thoại bàn, điện thoại cố định
liaison;n. người liên lạc, liên kết
licence;n. giấy phép
mailing;n. hoạt động gửi hàng hóa qua bưu điện
manufacture;v. sản xuất, chế biến
mediator;n. người điều đình, người dàn xếp
mentor;n. thầy hướng dẫn
motive;n. cớ, lý do, động cơ (của một hành động)
multitask;v. chạy cùng lúc nhiều chương trình
negotiate;v. thương lượng, đàm phán, điều đình
organize;v. tổ chức
orient;v. định hướng
oversee;v. giám sát (hint :o...)
overtime;n. giờ làm thêm
participate;v. tham gia (hint :p...)
part-time;adj. làm việc bán thời gian
persuasive;adj. mang tính thuyết phục
planner;n. người, sách, phần mềm lập kế hoạch, lên lịch các cuộc họp
probation;n. thời gian tập sự
proficient;adj. tài giỏi, thành thạo
programmer;n. lập trình viên
protocol;n. (Tin học) giao thức, định chuẩn
publicize;v. đưa ra công khai, làm cho thiên hạ biết đến, quảng cáo
pursue;v. đuổi theo, đi theo, theo đuổi
qualify;v. đủ tư cách, khả năng, điều kiện
rearrange;v. sắp xếp lại, bố trí lại
recommend;v. giới thiệu, tiến cử
reconcile;v. chỉnh lý, làm cho phù hợp/nhất trí, hòa giải
reconstruct;v. dựng lại, xây dựng lại
recruit;n. lính mới, nhân viên mới, thành viên mới
referee;n. người viết thư giới thiệu
refurbish;v. tân trang lại, trang hoàng lại
regulate;v. điều chỉnh (hint :r...)
reproduce;v. sao chép, mô phỏng
reset;v. vặn, chỉnh (giờ), thiết lập lại
resourceful;adj. có tài xoay xở, tháo vát
retail;n. bán lẻ
sales representative;n. đại diện bán hàng
satisfy;v. đáp ứng, thỏa mãn (được yêu cầu, điều kiện...)
scan;v. xem lướt, xem qua
self-motivated;adj. có ý chí phấn đấu
self-sufficient;adj. tự cung tự cấp, tự túc
seminar;n. hội thảo, hội nghị chuyên đề
shortlist;v. sơ tuyển
signature;n. chữ ký, ký hiệu, dấu hiệu
simplify;v. đơn giản hoá
solve;v. giải quyết, tìm giải pháp
specify;v. ghi rõ, chỉ rõ
sponsor;n. nhà tài trợ
stimulate;v. khích lệ, khuyến khích
summarize;v. tóm tắt, tổng kết
superior;n. người có vị thế, cấp bậc cao hơn, cấp trên
supervise;v. giám sát (hint :s...)
supervisor;n. người giám sát
telesales;n. phương thức bán hàng, nhận đặt hàng qua điện thoại
trademark;n. thương hiệu
trainee;n. người đang được đào tạo, thực tập sinh
translate;v. chuyển sang, biến thành
troubleshoot;v. (Tin học) khắc phục sự cố, sửa chữa
tutor;v. làm gia sư, dạy kèm
update;v. cập nhật
upgrade;v. nâng cấp
vacancy;n. vị trí, chức vụ bỏ trống
vendor;n. người bán hàng rong
well paid;adj. lương cao
workload;n. khối lượng công việc
