devotion;n. sự tận tâm
differentiate;v. phân biệt (hint :d...)
dilemma;n. tình trạng khó xử
diligent;adj. cần cù, chăm chỉ
disadvantaged;adj. thiệt thòi, có hoàn cảnh khó khăn
disastrous;adj. tai hại, thảm khốc
discourage;v. làm nản chí
discriminate;v. phân biệt (hint :d...)
dispute;n. cuộc tranh luận, cuộc tranh chấp
distinct;adj. riêng biệt, khác biệt
distinguish;v. phân biệt, nhận ra, nhận biết, phân thành, chia thành, xếp thành loại
distort;v. xuyên tạc, bóp méo
divert;v. hướng (sự chú ý,...) sang chuyện khác
double-edged;adj. hai lưỡi (vừa lợi vừa hại cho mình như dao hai lưỡi)
drawback;n. khuyết điểm
drive;v. lái xe (ô tô)
due;adj. bởi vì
dynamic;adj. năng động
eligible;adj. thích hợp, đủ tư cách, đủ tiêu chuẩn, có thể chọn được
eliminate;v. loại ra
eloquent;adj. hùng biện, hùng hồn
embark;v. bắt đầu làm điều gì mới và khó khăn
embrace;v. ôm, ôm ấp
emerge;v. đi ra từ một nơi tối, hạn hẹp hay ẩn, nổi lên, hiện ra
emit;v. tỏa ra, phát ta (ánh sáng, nhiệt, âm thanh, khí,...)
encounter;n. cuộc chạm trán (đột ngột, bất ngờ hoặc có bạo lực)
endeavour;n. (sự) cố gắng, nỗ lực
endorse;v. xác nhận, chứng thực chất lượng được quảng cáo (của món hàng...)
enduring;adj. lâu dài, bền vững
enforce;v. làm cho có hiệu lực, bắt tuân theo, đem thi hành (luật lệ)
enhance;v. nâng cao, tăng cường
enormous;adj. nhiều, to lớn
enterprise;n. hãng, công ty, xí nghiệp
entitle;v. cho phép làm cái gì
equivalent;adj. tương đương
eradicate;v. tiêu hủy
erode;v. xói mòn, ăn mòn
essential;adj. cần thiết, quan trọng
ethnic;adj. thuộc về dân tộc
evaluate;v. đánh giá, định giá, ước lượng
exaggerate;v. phóng đại, cường điệu
exceed;v. vượt trội
exceptional;adj. xuất chúng, đặc biệt
exercise;n. các hoạt động thể lực, tinh thần để rèn luyện sức khỏe, sự tập luyện, bài thể dục
expose;v. phơi bày, bộc lộ
exposure;n. việc được đề cập, bàn luận nhiều (trên tivi, báo chí...)
external;adj. ở ngoài, bên ngoài
extraordinary;adj. lạ thường, khác thường
faculty;n. năng lực
fatal;adj. gây tử vong, gây chết người
fertile;adj. màu mỡ
finely;adv. thành những hạt, miếng nhỏ
flexible;adj. linh động, linh hoạt
fluctuate;v. dao động, thay đổi bất thường
fundamental;adj. cơ bản, chủ yếu
generate;v. làm ra, tạo ra, phát ra
genuine;adj. chân thực, xác thực
greedy;adj. tham lam
grumble;v. cằn nhằn
harsh;adj. cay nghiệt, cay độc
hazard;n. mối nguy, rủi ro
headway;n. tiến bộ, tiến triển
high-rise;adj. cao ngất (nhà nhiều tầng)
hygienic;adj. (hợp) vệ sinh
hypothesis;n. giả thuyết
identical;adj. giống nhau
ideology;n. ý thức hệ, hệ tư tưởng
ignorance;n. sự phớt lờ
illiterate;adj. không biết về, mù mờ về chữ
immerse;v. trở nên, khiến ai hoàn toàn mải mê điều gì
immigrate;v. nhập cư
imminent;adj. sắp xảy ra
immortal;adj. bất tử, sống mãi
impartial;adj. công bằng, không thiên vị (hint :i...)
impose;v. bắt chịu, bắt gánh vác
impoverished;adj. rất nghèo
incline;v. (làm cho ai) có ý thiên về, có khuynh hướng
individual;adj. cá nhân, riêng biệt
infectious;adj. dễ lây, lan truyền
influential;adj . có ảnh hưởng	
initiate;v. khởi đầu
initiative;n. bước khởi đầu, sự khởi xướng
innovate;v. sáng kiến, đổi mới
insight;n. sự thấu hiểu, sự hiểu biết sâu sắc
insomnia;n. chứng mất ngủ
inspirational;adj. truyền cảm hứng
integral;adj. cần thiết, không thể thiếu
integrate;v. hòa nhập, hội nhập
integrity;n. tính toàn bộ, tính toàn vẹn
intent;n. ý định, mục đích
interpretation;n. cách hiểu, giải thích
irreparable;adj. không thể bù đắp, không thể khắc phục
irritated;adj. bực mình, tức giận
isolate;v. cách li, cô lập
jeopardy;n. tình trạng nguy hiểm
law-abiding;adj. tôn trọng, tuân theo luật pháp
lay-off;n. sự tạm giãn thợ (vì không có việc), sự sa thải
likewise;adv. tương tự như thế
mainstream;n. xu thế chủ đạo, chính quy
margin;n. phần rìa (không quan trọng) của một nhóm người, việc gì
matching;adj. đồng bộ, xứng nhau (về màu sắc, kiểu dáng, ...)
materialistic;adj. thực dụng
matter;n. chủ đề, vấn đề, việc, chuyện
maturity;n. sự chín chắn, trưởng thành
mediate;v. làm trung gian hòa giải, dàn xếp
merit;n. công lao, công trạng
meticulous;adj. tỉ mỉ, kỹ càng
minimal;adj. tối thiểu, rất ít
misleading;adj. gây hiểu nhầm, sai lầm
motive;n. cớ, lý do, động cơ (của một hành động)
narrow-minded;adj. hẹp hòi, nhỏ nhen
nurture;v. nuôi dưỡng, bồi dưỡng
obsess;v. ám ảnh
obsolete;adj. lỗi thời, lạc hậu
ornament;n. đồ trang hoàng, trang trí
outbreak;n. sự bùng nổ, sự bùng phát
outstanding;adj. còn tồn tại, chưa giải quyết xong, chưa trả nợ
outweigh;v. vượt trội, nhiều hơn
overlap;v. chồng chéo (lên nhau)
overwhelming;adj. rất lớn và mạnh, áp đảo
paradox;n. nghịch lí, mâu thuẫn
perceive;v. nhận thấy, để ý
perception;n. nhận thức
persist;v. kiên trì, kiên định, khăng khăng
perspective;n. góc nhìn, khía cạnh
pervade;v. toả khắp, tràn ngập khắp
phenomenon;n. hiện tượng
pitfall;n. nguy hiểm, cạm bẫy
plot;n. cốt truyện, nội dung chính
practitioner;n. thầy thuốc, luật sư đang hành nghề
prejudice;n. định kiến, thành kiến
prerequisite;adj. (điều/điều kiện) tiên quyết, cần trước hết, đòi hỏi trước hết
preserve;v. gìn giữ, bảo tồn
pressing;adj. cấp bách
pressurize;/ˈpreʃəraɪz/. gây sức ép, nén
presumably;adv. có lẽ
presume;v. đoán, cho rằng
prevalent;adj. phổ biến
prime;adj. chính, quan trọng nhất, cơ bản
principal;n. hiệu trưởng
privilege;n. ưu tiên, đặc quyền
proceed;v. tiếp tục, tiếp diễn
productive;adj. có năng suất, hiệu quả 
proficient;adj. tài giỏi, thành thạo
profound;adj. rất lớn, sâu sắc
protocol;n. (Tin học) giao thức, định chuẩn
publicity;n. dư luận
pursue;v. đuổi theo, đi theo, theo đuổi
radical;adj. liên quan đến những phần cơ bản và quan trọng nhất, hoàn toàn, triệt để
rational;adj. hợp lí, dựa trên lí trí
reap;v. gặt hái (nghĩa bóng)
reflect;v. phản chiếu, phản hồi
regime;n. chế độ
regulate;v. điều chỉnh
resemblance;n. sự giống nhau
resistance;n. sức đề kháng, sức bền
resort;n. khu nghỉ dưỡng
revenue;n. thu nhập (quốc gia)
revolutionize;v. thay đổi hoàn toàn, cách mạng hóa
rigid;adj. cứng nhắc, không linh hoạt
root;n. rễ cây
rotate;v. xoay vòng, luân phiên nhau
rough;adj. gồ ghề, nhám, xù xì, lởm chởm
ruin;v. hủy hoại, phá hỏng
scenario;n. viễn cảnh
sceptical;adj. hoài nghi, ngờ vực
scope;n. phạm vi, giới hạn
seek;v. tìm kiếm
sequence;n. chuỗi
serve;v. múc, xới, gắp ra để ăn
shelter;v. cho ai chỗ ở, bảo vệ
short sighted;adj. thiển cận (không suy nghĩ cẩn thận về những gì sẽ xảy ra)
smash;v. đập vỡ
smooth;adj. hòa nhã, lễ độ
so-called;adj. cái, người được cho là
specification;n. bản mô tả chi tiết đặc điểm kỹ thuật...
specify;v. ghi rõ, chỉ rõ
spiritual;adj. thuộc về tinh thần
spontaneous;adj. ngẫu hứng, tự phát
stable;adj. ổn định
stick;v. dính
stiff;adj. cứng (không dễ uốn, gấp)
stifle;v. kìm nén, đàn áp
stimulating;adj. thú vị, hào hứng, khuyến khích
straightforward;adj. dễ thực hiện, dễ hiểu, đơn giản
streamline;v. tinh giản một hệ thống, một tổ chức (đặt biệt là để tiết kiệm chi phí)
subject;n. môn học
subordinate;adj. có địa vị, cấp bậc thấp hơn
subsidy;n. bao cấp, trợ cấp
substantial;adj. lớn, đáng kể
successive;adj. kế tiếp, liên tiếp
succumb;v. chịu thua, không cưỡng lại được
sufficient;adj. đủ, đủ dùng (cho một việc hay mục đích nào đó)
superficial;adj. nông cạn, hời hợt
surplus;adj. dư, thừa
susceptible;adj. dễ bị (ảnh hưởng, tổn thương,...)
suspicious;adj. đầy nghi ngờ
tackle;v. giải quyết, xử lí
takeover;n. sự tiếp quản
taste;n. vị giác, nếm, sở thích, thị hiếu
tense;adj. hay lo lắng, căng thẳng
therapy;n. liệu pháp, trị liệu
thick;adj. dày
trait;n. đức tính
transcend;v. vượt qua, hơn
transition;n. giai đoạn, quá trình chuyển tiếp, chuyển giao
tremendous;adj. rất lớn
triumph;n. thành tựu, chiến thắng
trivial;adj. nhỏ nhặt, lặt vặt
turnover;n. doanh số, doanh thu
unbiased;adj. công bằng, không thiên vị (hint :u...)
undergo;v. trải qua
underlie;v. là nền tảng, nguyên nhân của
uninhabitable;adj. không thể ở, cư trú được
unprecedented;adj. chưa từng có/xảy ra trước đây
upbringing;n. sự giáo dục, sự dạy dỗ (trẻ con)
upmarket;adj. (thị trường) cao cấp, hạng sang
visual;adj. (thuộc về) thị giác, có liên quan đến thị giác
visualize;v. hình dung, tưởng tượng
voluntary;adj. tự nguyện, tình nguyện
white-collar;adj. (nói về công việc, người lao động...) không làm bằng chân tay, lao động trí óc, công chức
wise;adj. khôn ngoan, sáng suốt
withhold;v. Giấu, kìm lại, giữ lại
abate;v. (làm) dịu đi, yếu đi, giảm bớt
abhor;v. ghê tởm, ghét cay ghét đắng
abomination;n. việc ghê tởm, đáng ghét
acclimatize;v. thích nghi với môi trường, khí hậu
accumulate;v. tích lũy, tích góp, gom góp
acquisition;n. sự giành được, đạt được 
adjacent;adj. kế bên, liền kề, sát cạnh
admonish;v. khiển trách, la rầy
adorn;v. tô điểm, trang trí
advocate;v. chủ trương, tán thành
affable;adj. lịch sự, hoà nhã, niềm nở, ân cần
affliction;n. nỗi đau đớn, khổ sở, tai hoạ
aggravate;v. làm trầm trọng, xấu thêm
aggregate;v. tập hợp lại, kết hợp
agitate;v. tranh luận, vận động
airy;adj. hời hợt, thiếu nghiêm túc
albeit;conjunction. mặc dù
alleviate;v. giảm bớt, xoa dịu
amend;v. sửa đổi, thay đổi nhỏ (văn kiện pháp lý)
amenity;n. tiện nghi
amiable;adj. dễ thương, thân thiện
analogy;n. sự so sánh những đặc điểm tương tự, sự tương tự, sự giống nhau
appease;v. làm dịu, xoa dịu
append;v. thêm vào cuối (văn bản)
arbitrary;adj. chuyên quyền, độc đoán
arcane;adj. bí ẩn, kì lạ, phức tạp
arduous;adj. khó khăn, gian khổ
assimilate;v. trở thành (hoặc làm cho ai đó trở thành) một phần của một cộng đồng, một đất nước thay vì là một nhóm riêng biệt, hòa nhập (làm cho ai đó hòa nhập)
asteroid;n. (thiên văn học) hành tinh nhỏ
avarice;n. tính hám lợi, tính tham lam
betting;n. hành vi cá cược
brazen;adj. vô liêm sỉ, trắng trợn
brusque;adj. lỗ mãng, cộc cằn
callous;adj. nhẫn tâm
cajole;v. dụ dỗ, nịnh nọt
candour;n. tính thật thà, ngay thẳng
caveat;n. sự báo trước
cease;v. dừng, ngừng
circumspect;adj. thận trọng
circumvent;v. tìm cách tránh một khó khăn hoặc một quy định nào đó, lách (luật)
cluttered;adj. lộn xộn, bừa bộn
coerce;v. buộc, ép buộc
cognitive;adj. liên quan đến nhận thức
cohesive;adj. gắn kết chặt chẽ, dính liền
collateral;adj. phụ thêm
compartmentalise;v. chia thành ngăn
complacency;n. tính tự mãn, sự thoả mãn
complicate;v. làm phức tạp, làm rắc rối
conceive;v. hình thành một ý tưởng, kế hoạch trong đầu, tưởng tượng
concoct;v. bịa ra một câu chuyện, lí do cho việc gì,...
concurrent;adj. tồn tại, xảy ra cùng một thời gian
conducive;adj. có ích, có lợi
confer;v. hỏi ý kiến, hội ý
confidant;n. bạn tâm tình, tri kỉ
confine;v. hạn chế, giới hạn
connive;v. thông đồng
constrain;v. ép buộc
construe;v. hiểu, giải thích (câu, từ, hành động)
contrive;v. xoay xở, lo liệu
convene;v. triệu tập, thu xếp (một cuộc họp)
conversant;adj. biết, giỏi, thạo (việc gì)
converse;v. nói chuyện, trò chuyện với
craving;n. sự thèm muốn, lòng khao khát
credibility;n. sự tín nhiệm, sự đáng tin
crux;n. (điểm) mấu chốt, then chốt
cumulative;adj. tích lũy
curt;adj. cộc lốc, cụt ngủn
debase;v. làm xấu đi, làm giảm giá trị
decry;v. chê bai, công khai chỉ trích (ai)
deduce;v. suy ra, luận ra
deferential;n. cung kính, tôn kính
deficit;n. (tài chính) số tiền thiếu hụt (do chi lớn hơn thu), sự thâm hụt
demure;adj. kín đáo, nghiêm trang, từ tốn
denote;v. biểu hiện, biểu thị
deplete;v. cạn kiệt, suy yếu
deride;v. cười nhạo, chế giễu
despot;n. kẻ chuyên quyền, kẻ bạo ngược
deteriorate;v. trở nên xấu đi, suy giảm
detrimental;adj. có hại
deviate;v. đổi hướng, xa rời
discrete;adj. riêng biệt
disparity;n. sự cách biệt, sự chênh lệch
disposition;n. tính khí
docile;adj. dễ bảo, ngoan ngoãn
dubious;adj. không chắc chắn, nghi ngờ
dumbfound;v. làm chết lặng đi, làm điếng người
dwindle;v. nhỏ lại, suy giảm, thu nhỏ lại
earnest;adj. đứng đắn, nghiêm chỉnh
eclectic;adj. (triết học) chiết trung, không bị gò bó vào một nguồn tư tưởng... mà chọn lựa và sử dụng từ một phạm vi rộng
efface;v. xoá bỏ
elated;adj. phấn chấn, phấn khởi
elucidate;v. làm sáng tỏ, giải thích
embezzle;v. biển thủ, tham ô (tiền...)
empathy;n. sự thấu cảm, sự cảm thông
empirical;adj. theo kinh nghiệm, thực tiễn
enchant;v. làm say mê, vui thích
enmity;n. sự thù hằn, sự thù hận
enthral;v. mê hoặc, làm mê mệt
entity;n. thực thể, đơn vị
equable;adj. điềm đạm, điềm tĩnh
erudite;adj. học rộng, uyên bác
escalate;v. leo thang (nghĩa bóng)
esteem;n. sự kính mến, sự quý trọng
exacerbate;v. làm tăng, làm trầm trọng thêm (bệnh, sự tức giận, sự đau đớn)
excavation;n. sự khai quật
exert;v. gây, tác động (để ảnh hưởng ai, cái gì)
exhibit;n. vật trưng bày, vật triển lãm
exhort;v. hô hào, cổ vũ, khích lệ
exorbitant;adj. quá cao, cắt cổ (giá...)
exotic;adj. ở nước ngoài đưa vào, kỳ lạ
expatriate;adj. người sinh sống ở một nước không phải là nơi mình sinh ra
explicit;adj. rõ ràng, dễ hiểu
extinguish;v. dập tắt (lửa), làm tắt (ánh sáng)
extol;v. tán dương, khen ngợi
fabricate;v. bịa đặt
facilitate;v. làm cho dễ dàng, làm cho thuận tiện
falter;v. dao động, chùn bước, nao núng
flimsy;adj. không bền, không chắc chắn
forsake;v. bỏ rơi, từ bỏ
fractious;adj. hay cau có, hay phát khùng
furtive;adj. lén lút, bí mật
futuristic;adj. cực kì mới lạ, hiện đại
gaudy;adj. loè loẹt
ghastly;adj. ghê sợ, khủng khiếp
gluttony;n. tính háu ăn, thói tham ăn
gratuitous;adj. không có lí do, mục đích gì, không cần thiết
gruelling;adj. khó khăn, mệt mỏi
harass;v. quấy rầy và làm phiền ai liên tục
harness;v. khai thác, sử dụng tiềm năng
haughty;adj. kiêu căng, ngạo mạn
heretic;n. người mắc tội không tuân theo nguyên tắc của một tôn giáo nào đó
hierarchy;n. hệ thống cấp bậc
impair;v. làm suy yếu, phá hỏng
impart;v. truyền đạt, phổ biến
impeccable;adj. hoàn hảo, không chê vào đâu được, không tỳ vết (đồ vật...)
impediment;n. trở ngại, cản trở
impertinent;adj. láo xược, xấc xược
implacable;adj. không thể thay đổi được
implicate;v. làm liên lụy
implication;n. hậu quả, ảnh hưởng
implicit;adj. ngầm, ẩn ý
impracticable;adj. viễn vông, không thực tế
impudent;adj. láo xược, hỗn xược
impulse;n. mong muốn bất chợt
inalienable;adj. bất khả xâm phạm
incidence;n. mức độ
incident;n. sự cố, việc bất ngờ xảy ra
incipient;adj. chớm nở, mới bắt đầu
incisive;adj. sắc sảo, sâu sắc
incoherent;adj. rời rạc, không mạch lạc
incorporate;v. kết hợp chặt chẽ, hợp thành tổ chức/đoàn thể
incur;v. gánh chịu,bị
indigenous;adj. bản địa, vốn thuộc về một nơi nào đó
induce;v. khiến, xui khiến
inept;adj. không có khả năng, vụng về, ngu ngốc
inequality;n. sự không bình đẳng, sự không đồng đều
inexorable;adj. không thể ngăn cản, thay đổi được
infamy;n. điều độc ác, điều ô nhục
influx;n. sự chảy vào, sự tràn vào
inhibit;v. ngăn chặn, kiềm chế
innate;adj. bẩm sinh
innumerate;adj. không biết đếm hay làm các phép toán đơn giản
insatiable;adj. không thể thoả mãn được, không chán
insoluble;adj. không thể giải quyết được
insular;adj. chỉ quan tâm đến đất nước, ý tưởng,...của mình và không quan tâm gì đến cái ở ngoài (của nước khác, của người khác)
insulate;v. cô lập, cách ly
interject;v. xen vào (lời nhận xét...)
intervene;v. xen vào, can thiệp
intimidating;adj. đáng sợ
intrepid;adj. gan dạ, dũng cảm
intricate;adj. phức tạp
intrinsic;adj. nội tại, thực chất bên trong
inveterate;adj. thâm căn cố đế, ăn sâu (tật...), lâu năm (bệnh)
invoke;v. viện đến, dẫn chứng (luật, quy tắc...)
itinerary;n. lộ trình
jubilant;adj. vui sướng, mừng rỡ
justify;v. giải trình 
levy;n. tiền thuế
liability;n. nguy cơ, điều gây khó khăn trở ngại
liable;adj. dễ bị (chấn thương, bệnh,...)
linger;v. nấn ná, chần chừ, mất nhiều thời gian làm gì
lucrative;adj. có lợi, sinh lợi, béo bở
lurid;adj. màu quá sáng (theo một cách không cuốn hút)
malicious;adj. hiểm độc, có ác tâm
malign;v. nói xấu một cách công khai
malignant;adj. (y học) ác tính
manipulate;v. lôi kéo, vận động (bằng mánh khoé)
maverick;n. người cư xử hoặc suy nghĩ không như người khác, nhưng có những ý kiến độc lập, khác lạ.
meddle;v. xen vào, can thiệp (vào việc, điều gì không liên quan đến mình)
migrate;v. di trú, di cư, di chuyển
monotonous;adj. đều đều, đơn điệu, buồn tẻ
myriad;n. vô số, rất nhiều
nadir;n. điểm thấp nhất, vận rủi
negate;v. phủ nhận, bác bỏ
nevertheless;adv. tuy nhiên (hint :n...)
nocturnal;adj. (hoạt động) về đêm
nonetheless;adv. tuy nhiên (hint :n...)
norm;n. chuẩn mực, quy tắc
notion;n. ý nghĩ, ý niệm, cách hiểu
notwithstanding;preposition. không bị ảnh hưởng bởi, bất chấp
nuance;n. sắc thái
obesity;n. béo phì
oblivious;adj. không chú ý đến
obtuse;adj. chậm hiểu, không muốn hiểu
offset;v. bù lại, đền bù
onset;n. sự bắt đầu (đặc biệt là điều gì gây khó chịu)
onus;n. nhiệm vụ, trách nhiệm
opportune;adj. thích hợp, đúng lúc
orient;v. định hướng
overt;adj. công khai
panacea;n. thuốc bách bệnh, thần dược
paradigm;n. mẫu, mô hình
parameter;n. giới hạn
paramount;adj. quan trọng nhất
penchant;n. thiên hướng thích cái gì, sở thích
perpetrate;v. phạm, gây ra
peruse;v. đọc kỹ, nghiên cứu
placid;adj. bình thản, điềm tĩnh
plethora;n. (tình trạng) quá thừa, quá nhiều
precede;v. đi trước
predate;v. (hoặc antedate) có trước, xảy ra trước
predominant;adj. ưu thế
preliminary;adj. sơ bộ, ban đầu
presumptuous;adj. tự phụ, quá tự tin
pristine;adj. nguyên sơ, còn mới nguyên, tươi, sạch sẽ như mới
probable;adj. có thể (xảy ra, tồn tại, đúng)
profuse;adj. rất nhiều
profusion;n. sự phong phú, sự dồi dào
prominent;adj. quan trọng, nổi tiếng
prompt;v. nhanh chóng (trịnh trọng)
propel;v. khiến, thúc đẩy ai đi theo một hướng hay lâm vào tình trạng nào đó
provoke;v. gây ra (một phản ứng, kết quả, ...)
proximity;n. sắp xỉ, sự gần gũi
quaint;adj. gây thu hút bởi tính kì lạ, cổ xưa
qualitative;adj. định tính, về chất lượng
quench;v. giải khát
rebellious;adj. nổi loạn, hay chống đối
refine;v. cải thiện (thông qua những thay đổi nhỏ)
refurbish;v. tân trang lại, trang hoàng lại
regress;v. thoái bộ, thoái lui (mức độ phát triển)
reinforce;v. tăng cường, củng cố
rejoicing;n. sự hoan hỉ, vui mừng
reluctant;adj. miễn cưỡng
remit;v. gửi, chuyển (tiền...) (đến một người hoặc nơi nào đó)
render;v. làm, khiến (ai lâm vào tình trạng nào)
resilience;n. sự kiên cường, bền bỉ
restrain;v. ngăn cản
revere;v. tôn kính, kính trọng
rife;adj. hoành hành, lan tràn
robust;adj. khoẻ mạnh
rocket;v. tăng vùn vụt
rub;v. cọ xát, chà xát
sabbatical;n. kì nghỉ phép
salient;adj. quan trọng, nổi bật
salvage;v. cứu nguy, cứu vãn
savvy;n. hiểu biết, am hiểu
scrupulous;adj. đắn đo, thận trọng
sedentary;adj. ở một chỗ, ít đi chỗ khác, ít vận động
serendipity;n. sự may mắn, vận may
shun;v. tránh, xa lánh
simulate;v. bắt chước, mô phỏng
sketchy;adj. sơ sài, không đầy đủ
sprawl;n. vùng mở rộng lộn xộn, đống ngổn ngang (nhất là các toà nhà)
stagnate;v. trì trệ, đình đốn
staid;adj. trầm tính, ù lì, phẳng lặng
steep;adj. nhanh (tăng, giảm)
steer;v. lái (tàu thuỷ, ô tô..)
stroke;v. vuốt ve
stutter;v. nói lắp
superfluous;adj. thừa thãi, không cần thiết
surpass;v. vượt qua, vượt xa
suspend;v. tạm ngừng, đình chỉ
sycophant;n. người nịnh hót, người bợ đỡ
tantamount;adj. đồng nghĩa với, tương đương với
tedious;adj. chán ngắt, tẻ nhạt, nhạt nhẽo, buồn tẻ
tempt;v. xúi giục, cám dỗ
tentative;adj. tạm thời
terminate;v. chấm dứt, kết thúc
thereby;adv. do đó
torpid;adj. uể oải, thiếu năng lượng, sức sống
trauma;n. chấn thương tâm lí, tổn thương
treacherous;adj. dối trá, xảo quyệt
tremor;n. cơn động đất nhẹ, sự rung động nhẹ
trigger;n. nguyên nhân thúc đẩy (đặc biệt là một điều tồi tệ xảy ra)
twist;n. sự vặn, xoay
undertake;v. thực hiện
unify;v. thống nhất, hợp nhất
upbeat;adj. lạc quan, khả quan
uproar;n. sự náo động, sự phản ứng
vanity;n. tính kiêu căng, tự cao tự đại
varsity;adj. được sử dụng để mô tả các hoạt động của các trường đại học Oxford và Cambridge, đặc biệt là các cuộc thi thể thao
vehement;adj. kịch liệt, dữ dội
venerable;adj. đáng tôn kính
versatile;adj. đa năng, nhiều công dụng
vex;adj. khiên ai bực, lo lắng
viable;adj. có tính khả thi
vigilant;adj. cảnh giác, thận trọng
vindicate;v. chứng minh, bào chữa, minh oan
virtual;adj. thực sự
zenith;n. cực điểm, tột đỉnh
