18	safe	s__ __ __	An toàn			[seɪf]	When a person is {{c1::safe}}, they are not in danger.→  Put on your seat belt in the car to be {{c1::safe}}.			safe /seif/   danh từ  chạn (đựng đồ ăn)  tủ sắt, két bạc    tính từ  an toàn, chắc chắn  to feel safe: cảm thấy an toàn to see somebody safe home: đưa người nào về nhà an toàn to be safe from the enemy: chắc chắn không bị địch tấn công to put something in a safe place: để vật gì vào một nơi chắc chắn to be on the safe side: để cho chắc chân it is safe to say that: có thể nói một cách chắc rằng  có thể tin cậy, chắc chắn  thận trọng, dè dặt  a safe critic: một nhà phê bình thận trọng  safe and sound  bình an vô sự
19	trick	t__ __ __k	Mẹo, thủ thuật			[trɪk]	A {{c1::trick}} is something you do to fool another person.→  His card {{c1::trick}} really surprised us.			trick /trik/   danh từ  mưu mẹo, thủ đoạn đánh lừa; trò gian trá, trò bịp bợm  the trick took him in completely: nó hoàn toàn bị mắc mưu there must be some trick about it: có cái gì gian trá bịp bợm trong đó  trò chơi khăm, trò choi xỏ; trò ranh ma, trò tinh nghịch  to be up to one's old tricks again: lại dở những trò xỏ lá to play a trick on someone: xỏ chơi ai một vố  ngón, đòn, phép, mánh khoé, mánh lới nhà nghề  trò, trò khéo  conjuring trick: trò nhanh tay, trò ảo thuật to teach a dog tricks: dạy cho làm trò  thói, tật  the has the trick of using slangs: nó có cái tật hay dùng tiếng lóng  nước bài  to take (win) a trick: được ăn một nước bài  (hàng hải) phiên làm việc ở buồng lái  to be up to a trick or two  khôn ngoan, láu, đủ ngón, có tài xoay xở  I don't know the trick of it  tôi không biết mẹo  to know a trick worth two of that  biết một ngón hay hơn  that will do the trick  (thông tục) cứ thế là ăn tiền đấy  tricks of fortune  những trò trở trêu của số mệnh  whole bag of tricks  (xem) bag  ngoại động từ  lừa, đánh lừa, lừa gạt  to trick someone into doing something: lừa ai làm gì to trick someone out of something: lừa gạt ai lấy cái gì  to trick out (up)  trang điểm, trang sức
20	well	w__ __ __	Tốt, được			[wel]	You use {{c1::well}} to say that something was done in a good way.→  The couple can dance quite {{c1::well}}.			well /wel/   nội động từ  (+ up, out, forth) phun ra, vọt ra, tuôn ra (nước, nước mắt, máu)  tears welled from he eyes; tears welled up in her eyes: nước mắt cô ta tuôn ra   phó từ better; best  tốt, giỏi, hay  to work well: làm việc giỏi to sing well: hát hay to sleep well: ngủ tốt (ngon) very well: tốt lắm, hay lắm, giỏi lắm, được lắm to treat someone well: đối xử tốt với ai to think well of someone: nghĩ tốt về ai to speak well of someone: nói tốt về ai to stand well with someone: được ai quý mến well done!: hay lắm! hoan hô!  phong lưu, sung túc  to live well in...: sống sung túc (phong lưu) ở... to do well: làm ăn khấm khá phát đạt to be well off: phong lưu, sung túc  hợp lý, chính đáng, phi, đúng  you may well say so: anh có thể nói như thế được lắm he did well to return it: nó đem tr lại cái đó là phi lắm  nhiều  to stir well: xáo động nhiều to be well on in life: không còn trẻ nữa, đ luống tuổi rồi  kỹ, rõ, sâu sắc  to know someone well: biết rõ ai rub it well: h y cọ thật kỹ cái đó the aggressors ought to be well beaten before they give up their scheme: phi đánh cho bọn xâm lược mộttrận nên thân trước khi chúng từ bỏ âm mưu  as well  cũng, cũng được, không hại gì  you can take him as well: anh có thể đưa nó đi với  you may as well begin at once: anh có thể bắt đầu ngay cũng được  as well as  như, cũng như, chẳng khác gì  by day as well as by night: ngày cũng như đêm  và còn thêm  we gave him money as well as food: chúng tôi cho nó tiền và còn thêm cái ăn nữa  pretty well  hầu như  tính từ better; best  tốt; tốt lành  things are well with you: anh được mọi sự tốt lành; mọi việc của anh đều ổn c  tốt, hay, đúng lúc, hợp thời, nên, cần  it's well that you have come: anh đến thật là tốt it would be well to start early: có lẽ nên ra đi sớm  khoẻ, mạnh khoẻ, mạnh giỏi  to feel quite well: cm thấy rất khoẻ to get well: đ khỏi (người ốm)  may, may mắn  it was well for him that nobody saw him: may mà không ai thấy nó  it's (that's) all very well but...  (mỉa mai) hay đấy, nhưng...  thán từ  quái, lạ quá  well, who would have thought it would happen?: quái!, ai nào có tưởng là việc ấy có thể xy ra được?  đấy, thế đấy  well, here we are at last: đấy, cuối cùng chúng ta đ đến đây  thế nào, sao  well what about it?: thế nào, về điểm ấy thì nghĩ sao? well then?: rồi sao?  thôi, thôi được, thôi nào; nào nào; thôi thế là  well, such is life!: thôi, đời là thế well wellm it may be true!: thôi được, điều đó có thể đúng! well, well!, don't cry!: thôi nào đừng khóc nữa!  được, ừ  very well!: được!, ừ!, tốt quá!  vậy, vậy thì  well, as I was saying...: vậy, như tôi vừa nói, ...   danh từ  điều tốt, điều hay, điều lành, điều thiện  to wish someone well: chúc ai gặp điều tốt lành  to let well alone  đ tốt rồi không phi xen vào nữa; đừng có chữa lợn lành thành lợn què  danh từ  giếng (nước, dầu...)  to bore a well: khoan giếng to sink a well: đào giếng  (nghĩa bóng) nguồn (cm hứng, hạnh phúc)  (kiến trúc) lồng cầu thang  lọ (mực)  (hàng hi) khoang cá (trong thuyền đánh cá); buồng máy bm (trên tàu)  chỗ ngồi của các luật sư (toà án)  (hàng không) chỗ phi công ngồi  (địa lý,địa chất) nguồn nước, suối nước  (ngành mỏ) hầm, lò
21	adventure	a__ __ __ __ __ __ __e	phiêu lưu, mạo hiểm			[əd'venʧə]	An {{c1::adventure}} is a fun or exciting thing that you do.→  Riding in the rough water was an {{c1::adventure}}.			động từ  phiêu lưu, mạo hiểm, liều  to adventure to do something: liều làm việc gì to adventure one's life: liều mạng  dám đi, dám đến (nơi nào...)  dám tiến hành (cuộc kinh doanh...)    danh từ  sự phiêu lưu, sự mạo hiểm; việc làm mạo hiểm, việc làm táo bạo  stories of adventures: những truyện phiêu lưu  sự nguy hiểm, sự hiểm nghèo  sự việc bất ngờ  to meet with an adventure gặp: một sự việc bất ngờ  sự may rủi, sự tình cờ  if, by adventure,you come across him: nếu tình cờ anh có gặp hắn  (thương nghiệp) sự đầu cơ
22	approach	a__ __ __ __ __ __h	đến gần, tới gần			[ə'prəuʧ]	To {{c1::approach}} something means to move close to it.→  The boy {{c1::approach}}ed his school.			danh từ  sự đến gần, sự lại gần  easy of approach: dễ đến (địa điểm); dễ gần (người) difficult of approach: khó đến (địa điểm); khó gần (người)  sự gần như, sự gần giống như  some approach to truth: một cái gì gần như là chân lý  đường đi đến, lối vào  the approach to a city: lối vào thành phố  (số nhiều) (quân sự) đường để lọt vào trận tuyến địch; đường hào để đến gần vị trí địch  sự thăm dò ý kiến; sự tiếp xúc để đặt vấn đề  cách bắt đầu giải quyết, phương pháp bắt đầu giải quyết (một vấn đề)  (toán học) sự gần đúng; phép tính gần đúng  approach velocity: vận tốc gần đúng  sự gạ gẫm (đàn bà)    động từ  đến gần, lại gần, tới gần  winter is approaching: mùa đông đang đến  gần như  his eccentricity approaches to madness: tính lập dị của anh ta gần như là điên  thăm dò ý kiến; tiếp xúc để đặt vấn đề  to approach someone on some matter: thăm dò ý kiến ai về vấn đề gì  bắt đầu giải quyết (một vấn đề)  gạ gẫm (đàn bà)
23	carefully	c__ __ __ __ __ __ __y	cẩn thận			['keəf(ə)lɪ], [-fulɪ]	{{c1::carefully}} means with great attention, especially to detail or safety.→  The baby {{c1::carefully}} climbed down the stairs.			carefully   phó từ  cẩn thận, chu đáo
24	chemical	c__ __ __ __ __ __l	hoá chất			['kemɪk(ə)l]	A {{c1::chemical}} is something that scientists use in chemistry.→  The scientist mixed the {{c1::chemical}}s.			chemical /'kemikəl/   danh từ  hoá chấttính từ(thuộc) hoá họcchemical warfare: chiến tranh hoá học
25	create	c__ __ __ __e  c__ __ __ __ __d	tạo nên, tạo ra			[krɪ'eɪt]	To {{c1::create}} means to make something new.→  She {{c1::created}} an igloo from blocks of snow.			create   create /kri:'eit/   ngoại động từ  tạo, tạo nên, tạo ra, tạo thành, sáng tạo  gây ra, làm  phong tước  to create a baron: phong nam tước  (sân khấu) đóng lần đầu tiên  to create a part: đóng vai (kịch tuồng) lần đầu tiên   nội động từ  (từ lóng) làm rối lên, làn nhắng lên; hối hả chạy ngược chạy xuôi  to be always creating about nothing: lúc nào cũng rối lên vì những chuyện không đâu vào đâu
26	evil	e__ __ __	xấu, ác			['iːv(ə)l], [-vɪl]	{{c1::evil}} describes something or someone bad or cruel, not good.→  The {{c1::evil}} figure scared us all.			evil /'i:vl/   tính từ  xấu, ác, có hại  of evil repute: có tiếng xấu an evil tongue: ác khẩu an evil eye: cái nhìn hãm tài, cái nhìn độc địa  the Evil One  (xem) one  danh từ  cái xấu, điều ác; tội lỗi; cái (có) hại; điều tai hại, tai hoạ  to speak evil of someone: nói xấu ai to choose the less of two evils: giữa hai cái hại chọn cái ít hại hơn  (từ cổ,nghĩa cổ) bệnh tràng nhạc
27	experiment	e__ __ __ __ __ __ __t	thí nghiệm			[ɪk'sperɪmənt], [ek-]	An {{c1::experiment}} is a test that you do to see what will happen.→  The student did an {{c1::experiment}} in science class.			experiment   experiment /iks'periment - iks'periment/   iks'periment/  nội động từ+ (experimentalise)/eks,peri'mentəlaiz/ (experimentalize)/eks,peri'mentəlaiz/   (+ on, with) thí nghiệm, thử    danh từ  cuộc thí nghiệm  sự thí nghiệm, sự thử
28	kill	k__ __ __	giết, làm chết			[kɪl]	To {{c1::kill}} someone or something is to make them die.→  I {{c1::kill}}ed the fly with a fly swatter.			kill /kil/   ngoại động từ  giết, giết chết, làm chết, diệt ((nghĩa đen) & (nghĩa bóng))  to be killed on the spot: bị giết ngay tại chỗ to kill one's time: giết thì giờ to kill a colour: làm chết màu  ngả, giết làm thịt (một con bò...)  tắt (máy...); làm át, làm lấp (tiếng...)  the drums kill the string: tiếng trống làm át tiếng đàn dây  làm tiêu tan, làm hết (hy vọng...)  làm khỏi, trừ diệt (bệnh, đau...)  làm thất bại, làm hỏng; bác bỏ  to kill a bill: bác bỏ một dự luật (ở quốc hội...)  làm phục lăn, làm choáng người, làm thích mê, làm cười vỡ bụng  got up (dolled up, dressed) to kill: diện choáng người làm cho thiên hạ phục lăn the story nearly killed me: câu chuyện làm cho tôi cười gần chết  gây tai hại, làm chết dở  to kill somebody with kindness: vì ân cần tử tế quá mà gây tai hại cho ai  (thể dục,thể thao) bạt một cú quyết định (quần vợt); chận đứng (bóng đá)  (kỹ thuật) ăn mòn    nội động từ  giết, giết chết  giết thịt được  pigs do not kill well at that age: lợn vào tuổi này giết thịt chưa được tốt  to kill off  giết sạch, tiêu diệt  to kill by inches  giết dần, giết mòn  to kill two birds with one stone  (xem) bird  to laugh fit to kill  (từ Mỹ,nghĩa Mỹ) cười vỡ bụng  danh từ  sự giết  thú giết được (trong cuộc đi săn)
29	laboratory	l__ __ __ __ __ __ __ __y	phòng thí nghiệm			[lə'bɔrət(ə)rɪ]	A {{c1::laboratory}} is a room where a scientist works.→  My mother works in a {{c1::laboratory}}.			"laboratory   laboratory /lə'bɔrətəri/ (lab) /læb/   danh từ  phòng thí nghiệm; phòng pha chế  hot laboratory  phòng thí nghiệm ""nóng"" (nơi tiến hành những cuộc thí nghiệm nguy hiểm có thể chết người)  buồng lò, buồng luyện (luyện kim)  language laboratory  phương pháp học ngoại ngữ bằng máy ghi âm và phim ảnh"
30	laugh	l__ __ __ __	tiếng cười (lớn)			[lɑːf]	{{c1::laugh}} is the sound made when someone is happy or a funny thing occurs.→  The sound of their {{c1::laugh}} filled the room.			danh từ  tiếng cười  to burst into a laugh: cười phá lên to have a good laugh at somebody: được cười ai một trận thoả thích to have (get) the laugh of (at, on) somebody; to have (get) the laugh on someone's side: cười lại ai (nghĩa bóng) quật lại thắng thế ai to force a laugh: gượng cười   động từ  cười, cười vui, cười cợt  to laugh oneself into fits (convulsions): cười đau cả bụng to burst out laughing: cười phá lên to laugh a bitter laugh: cười cái cười chua chát to laugh oneself helpless: cười phát sặc lên, cười phát ho lên  to laugh at  cười, cười nhạo, cười coi thường  to laugh away  cười để xua đuổi, cười để gạt bỏ (cái gì)  to laugh away one's fears and anxiety: cười để xua đuổi những nỗi lo âu sợ hãi  to laugh down  cười át đi  to laugh off  cười mà tránh đi (khó khăn...), cười xoà  to laugh over  cười khi xem xét, cười khi thảo luận (vấn đề gì)  to laugh in someone's face  cười vào mặt ai, chế diễu ai, chế nhạo ai  to laugh in one's sleeve  cười thầm  to laugh on the other side (corner) of the mouth  to laugh on the wrong side of one's mouth (face)  đang vui trở nên buồn, đang cười lại mếu  to laugh somebody out of court  bêu rếu ai để mọi người cười làm cho toà không còn nghe được người người ấy khai nữa  to laugh somebody out of some habit  cười người nào để cho bỏ một thói gì đi  he laughs best who laughts last  (tục ngữ) cười người chớ khá cười lâu, cười người hôm trước hôm sau người cười
31	loud	l__ __ __	to, ầm ĩ			[laud]	If a sound is {{c1::loud}}, it is strong and very easy to hear.→  The man's voice was so {{c1::loud}} that we all could hear him.			loud   loud /laud/   tính từ  to, ầm ĩ, inh ỏi (tiếng)  a loud cry: một tiếng kêu to a loud report: một tiếng nổ lớn  nhiệt liệt, kịch liệt  to be loud in the prise of somebody: nhiệt liệt ca ngợi ai a loud protest: sự phản kháng kịch liệt  sặc sỡ, loè loẹt (mài sắc)  thích ồn ào, thích nói to (người)    phó từ  to, lớn (nói)  don't talk so loud: đừng nói to thế to laugh loud and long: cười to và lâu
32	nervous	n__ __ __ __ __s	căng thẳng			['nɜːvəs]	When a person is {{c1::nervous}}, they think something bad will happen.→  The boy became {{c1::nervous}} when he heard the news.			nervous /'nə:vəs/   tính từ  (thuộc) thần kinh  the nervous system: hệ thần kinh nervous breakdown (debility, depression, exhaustion, prostraction): sự suy nhược thần kinh  căng thẳng; nóng nảy, bực dọc; hay hoảng sợ; hay lo lắng, hay bồn chồn  most of the children are nervous in the dark: hầu hết trẻ con thường hoảng sợ trong bóng tối to feel nervous about something: cảm thấy bồn chồn lo lắng về việc gì nervous temperament: tính nóng nảy  có dũng khí, có khí lực, mạnh mẽ  a man full of nervous energy: một người đầy nghị lực cương cường  (văn học) hùng mạnh; cô đọng, khúc chiết  nervous style: văn hùng mạnh; văn cô đọng khúc chiết
33	noise	n__ __ __ __	tiếng ồn			[nɔɪz]	A {{c1::noise}} is an unpleasant sound.→  The crying baby made a loud {{c1::noise}}.			danh từ  tiếng; tiếng ồn ào, tiếng om sòm, tiếng huyên náo  to make a noise: làm ồn to make a noise in the world: nổi tiếng trên thế giới, được thiên hạ nói đến nhiều   ngoại động từ  loan (tin), đồn  it was noised abroad that: có tin đồn rằng
34	project	p__ __ __ __t	dự án, công trình			['prɔʤekt]	A {{c1::project}} is a type of work that you do for school or a job.→  His afternoon work {{c1::project}} was to paint the room green.			project   project /project/   danh từ  kế hoạch, đề án, dự án  a new project for the development of agriculture: một bản dự án mới về phát triển nông nghiệp  công trình (nghiên cứu)  công cuộc lớn (đòi hỏi nhiều tiền, thiết bị, nhân lực)    ngoại động từ  phóng; chiếu ra  to project a missile: phóng một tên lửa to project a beam of light: chiếu ra một chùm sáng  (toán học) chiếu  to project a line: chiếu một đường thẳng  đặt kế hoạch, thảo kế hoạch, làm đề án  to project a new water conservancy works: đặt kế hoạch cho một công trình thuỷ lợi mới to project oneself: hướng ý nghĩ (về tương lai...); hướng tâm trí (vào cái gì...) to project oneself into somebody's feeling: đặt mình vào tâm trạng của ai   nội động từ  nhô ra, lồi ra  a strip of land projects into the sea: một dải đất nhô ra biển  (từ Mỹ,nghĩa Mỹ) diễn đạt rõ ý, diễn xuất rõ ý (làm cho người nghe, người xem nắm được ý mình)
35	scare	s__ __ __ __	Dọa, làm sợ hãi			[skeə]	To {{c1::scare}} someone is to make them feel afraid.→  My uncle was {{c1::scare}}d by what he saw in the room.			scare /skeə/   danh từ  sự sợ hãi, sự kinh hoàng, sự hoang mang lo sợ (chiến tranh xảy ra...)  sự mua vội vì hốt hoảng, sự bán chạy vì hốt hoảng hoang mang    ngoại động từ  làm kinh hãi, làm sợ hãi, doạ (ngáo ộp)  scared face: mặt tỏ vẻ sợ hãi  to scare away  to scare off  xua đuổi  to scare up  (từ Mỹ,nghĩa Mỹ), (thông tục) vất vả mới thu được  làm ra nhanh; thu lượm nhanh
36	secret	s__ __ __ __t	bí mật			['siːkrət]	A {{c1::secret}} is something that you do not tell other people.→  The two boys were sharing a {{c1::secret}}.			secret /'si:krit/   tính từ  kín đáo, thầm kín, bí mật; riêng tư  secret treaty: một hiệp ước bí mật this news must be kept secret: tin này phải giữ bí mật the secret parts: chỗ kín (bộ phận sinh dục) secret society: hội kín  kín mồm kín miệng  khuất nẻo, cách biệt (nơi chốn...)    danh từ  điều bí mật  to keep a (the) secret: giữ một điều bí mật an open secret: điều bí mật ai cũng biết  sự huyền bí  the secrets of nature: sự huyền bí của tạo hoá  bí quyết  the secret of health is temperature: bí quyết của sức khoẻ là điều độ  (số nhiều) chỗ kín (bộ phận sinh dục)  to be in the secret  là người được biết điều bí mật
