covert;adj. bí mật, được che đậy, giấu giếm
credible;adj. có thể tin được
criterion;n. tiêu chuẩn
degenerate;v. trở nên tệ hơn (giảm về chất lượng, yếu đi...)
deliberate;adj. thong thả, cố ý, chủ tâm
deliberation;n. sự cân nhắc kĩ
demise;n. sự chấm dứt, thất bại (của một học viện, ý tưởng, công ty...)
derivative;adj. sao chép của ai, không có ý tưởng mới hay đặc sắc
deterrent;n. cách ngăn cản, ngăn chặn
detrimental;adj. có hại
devious;adj. không thành thật, thủ đoạn
dichotomy;n. sự chia rẽ giữa 2 nhóm khác biệt
dictum;n. câu châm ngôn
discern;v. nhận ra, hiểu điều gì (nhất là điều gì đó không rõ ràng)
discrepancy;n. ‹sự› khác nhau, trái ngược nhau
discriminate;v. phân biệt
disdain;n. sự khinh miệt, khinh người
disparity;n. sự cách biệt, sự chênh lệch
dissent;n. sự bất đồng quan điểm, sự chống đối
dormant;adj. không hoạt động nhưng tiềm tàng, âm ỉ (khả năng)
dubious;adj. không chắc chắn, nghi ngờ
eccentric;adj. kì dị, lập dị
egalitarian;adj. dựa trên, giữ quan điểm rằng mọi người đều bình đẳng và nên có quyền và cơ hội ngang nhau
elicit;v. khơi gợi, lấy được (thông tin hay phản ứng của ai)
elusive;adj. khó tìm thấy, định nghĩa, đạt được
empirical;adj. theo kinh nghiệm, thực tiễn
emulate;v. noi gương
endemic;adj. đặc thù, cố hữu
endorse;v. xác nhận, chứng thực chất lượng được quảng cáo (của món hàng...)
enduring;adj. lâu dài, bền vững
enhance;v. nâng cao, tăng cường
enigma;n. điều bí ẩn
equitable;adj. công bằng, hợp lí
eradicate;v. tiêu hủy
erratic;adj. thất thường, không đều, không thể tin cậy
erroneous;adj. không đúng, dựa trên thông tin sai
exemplary;adj. gương mẫu, mẫu mực
exhaustive;adj. bao gồm mọi thứ có thể, thấu đáo, toàn diện
exhilarating;adj. rất vui, phấn khởi
expatriate;adj. người sinh sống ở một nước không phải là nơi mình sinh ra
expedient;n. cách, kế (thường không đúng đắn)
explicit;adj. rõ ràng, dễ hiểu (hint :e...)
extant;adj. vẫn còn tồn tại, hiện còn
faction;n. bè phái, bè cánh
feasible;adj. khả thi
fervour;n. cảm xúc mãnh liệt
fidelity;n. lòng trung thành
flamboyant;adj. sặc sỡ, rực rỡ, khoa trương
foster;v. ấp ủ, nuôi dưỡng, thúc đẩy
founder;n. nhà sáng lập
fraudulent;adj. gian lận, lừa lọc
fundamental;adj. cơ bản, chủ yếu
futile;adj. vô ích, không hiệu quả
genre;n. loại, thể loại (văn học, nghệ thuật, phim ảnh, âm nhạc)
glacial;adj. rất lạnh, như băng đá
grandiose;adj. có quy mô lớn, phô trương
gravity;n. tính nghiêm trọng
hamper;v. cản trở, gây trở ngại
heed;v. chú ý, lưu ý
heresy;n. niềm tin, quan điểm dị giáo (đi ngược lại nguyên tắc của một tôn giáo nào đó)
heyday;n. thời cực thịnh, thời hoàng kim
hierarchy;n. hệ thống cấp bậc
hinder;v. cản trở (hint :h...)
homogeneous;adj. đồng nhất, thuần nhất
hypothetical;adj. (có tính) giả thuyết, chưa được chứng minh
illicit;adj. không hợp pháp
illuminate;v. chiếu sáng, làm sáng tỏ
impartial;adj. công bằng, không thiên vị
impeccable;adj. hoàn hảo, không chê vào đâu được, không tỳ vết (đồ vật...)
impetus;n. (nghĩa bóng) sự thúc đẩy, động lực
implement;v. thi hành, thực hiện
impoverished;adj. rất nghèo (hint :i...)
indifferent;adj. hờ hững, dửng dưng
indigenous;adj. bản địa, vốn thuộc về một nơi nào đó
indignant;adj. căm phẫn, phẫn nộ
inert;adj. trơ
infamous;adj. khét tiếng
infer;v. suy ra, kết luận
ingenious;adj. khéo léo, tài tình, mưu trí
inherent;adj. vốn có, cố hữu
innate;adj. bẩm sinh (hint :i...)
insinuate;v. nói bóng gió, ám chỉ
integral;adj. cần thiết, không thể thiếu
integrity;n. tính toàn bộ, tính toàn vẹn
intermittent;adj. lúc có lúc không, không liên tục
intricate;adj. phức tạp
intrinsic;adj. nội tại, thực chất bên trong
intuition;n. trực giác
ironic;adj. mỉa mai, châm biếm
irony;n. sự châm biếm, mỉa mai, sự trớ trêu
irrational;adj. phi lý
jargon;n. biệt ngữ, thuật ngữ (dùng bởi một nhóm người hay trong một nghề nghiệp chuyên môn)
labyrinth;n. mê cung
lament;v. thương xót, than van, rên rỉ
lavish;adj. lớn, hoang phí
legacy;n. tài sản kế thừa, gia tài
lofty;adj. kiêu căng, kiêu ngạo
magnate;n. trùm (tư bản), người giàu có, quyền lực và rất thành công (đặc biệt là trong kinh doanh)
mandate;n. tờ uỷ nhiệm
manifesto;n. bản tuyên ngôn
mar;v. làm hư, làm hỏng
marshal;v. tập hợp và sắp xếp lại
meagre;adj. sơ sài, đạm bạc, ít ỏi
mentor;n. thầy hướng dẫn
mercenary;n. lính đánh thuê, tay sai
metaphor;n. phép ẩn dụ
meticulous;adj. tỉ mỉ, kỹ càng
momentous;adj. quan trọng, trọng đại
monotonous;adj. đều đều, đơn điệu, buồn tẻ
mundane;adj. không thú vị, không hấp dẫn, bình thường, nhàm chán
myriad;n. vô số, rất nhiều
naive;adj. thiếu kinh nghiệm, kiến thức, sự đánh giá trong cuộc sống, ngây thơ
nostalgic;adj. luyến tiếc quá khứ, hoài niệm
novel;n. truyện, tiểu thuyết
novice;n. người mới học, người chưa có kinh nghiệm
nuance;n. sắc thái
objective;n. mục tiêu, mục đích, khách quan
oblivion;n. sự lãng quên
oblivious;adj. không chú ý đến
obscure;adj. khó hiểu (hint :o...)
obsolete;adj. lỗi thời, lạc hậu
ominous;adj. báo điềm xấu, đáng ngại
onerous;adj. cần sự nỗ lực rất lớn, gây khó nhọc, nặng nề
opaque;adj. khó hiểu, không rõ ràng
ornate;adj. trang trí công phu, hoa mĩ (văn phong)
orthodox;adj. thông thường, đi theo những quan điểm thường được chấp nhận
paradigm;n. mẫu, mô hình
paradox;n. nghịch lí, mâu thuẫn
parochial;adj. thiển cận, có tính địa phương
parody;n. văn, thơ, hành động nhại lại ai, cái gì đó để giải trí hay gây cười
parry;v. lẩn tránh (trả lời điều gì đó)
partisan;adj. thiên vị, thiên lệch
pastoral;adj. (thuộc) mục đồng, người chăn thả súc vật
pedestrian;adj. chán ngắt
perceptive;adj. nhận thức được, cảm giác được, cảm thụ được
peripheral;adj. (thuộc) chu vi, ngoại biên
personification;n. là một ví dụ điển hình của
pertinent;adj. thích hợp, thích đáng, có liên quan
pervasive;adj. toả khắp, lan tràn khắp, phổ biến
pious;adj. ngoan đạo
plausible;adj. hợp lí, có vẻ đúng
poignant;adj. gây xúc động, chua xót, sâu sắc
postulate;v. coi như là đúng, mặc nhiên
potent;adj. có ảnh hưởng mạnh (đối với cơ thể hay trí tuệ)
pragmatic;adj. giải quyết vấn đề một cách thực tế
precarious;adj. bấp bênh, không ổn định, nguy hiểm
precedent;n. tiền lệ
preclude;v. ngăn ngừa, loại trừ
precursor;n. tiền thân của
predecessor;n. người đi trước, bậc tiền bối
prerogative;n. đặc quyền
prevalent;adj. phổ biến
profound;adj. rất lớn, sâu sắc
prolific;adj. tạo ra nhiều sản phẩm...
propensity;n. thiên hướng
proponent;n. người ủng hộ một ý tưởng hoặc đường lối hoạt động
protagonist;n. vai chính (trong một vở kịch, bộ phim, cuốn sách)
provincial;adj. cổ hủ, không chịu chấp nhận cái mới, khác biệt
provisional;adj. tạm thời, lâm thời
provocative;adj. chọc giận ai, khiêu khích
proximity;n. sắp xỉ, sự gần gũi
prudent;adj. khôn ngoan, thận trọng
qualify;v. đủ tư cách, khả năng, điều kiện
reconcile;v. chỉnh lý, làm cho phù hợp/nhất trí, hòa giải
remorse;n. sự ăn năn, hối hận
reprieve;v. (pháp lý) hoãn thi hành một bản án (tử hình)
reproach;v. đổ lỗi hoặc chỉ trích ai
resolution;n. độ phân giải
respite;n. thời gian nghỉ ngơi hoặc thoát khỏi điều gì khó khăn hoặc không dễ chịu
resurgence;n. sự hồi sinh, trỗi dậy (nghĩa bóng)
rhetoric;n. lời lẽ hùng hồn (nhưng không hoàn toàn trung thực, chân thành)
rigorous;adj. khắt khe, nghiêm ngặt
robust;adj. khoẻ mạnh
rudimentary;adj. sơ bộ, sơ đẳng
rustic;adj. dân dã, chất phác, mộc mạc
ruthless;adj. tàn ác, nhẫn tâm
sage;n. người rất khôn ngoan
sanction;v. phê chuẩn (hint :s...)
sarcasm;n. sự chế nhạo, lời châm biếm
sardonic;adj. nhạo báng, khinh miệt
singular;adj. rất tuyệt vời hoặc rõ ràng
sombre;adj. đau buồn
sparse;adj. thưa thớt, rải rác
sporadic;adj. không thường xuyên, không đều đặn, rải rác
spurious;adj. giả, giả mạo
stagnant;adj. trì trệ
static;adj. tĩnh, không thay đổi, phát triển
staunch;adj. trung thành
stringent;adj. nghiêm ngặt
subordinate;adj. có địa vị, cấp bậc thấp hơn
subtle;adj. khó thấy, không dễ phát hiện
subversive;adj. (cố gắng, có khả năng) lật đổ chính phủ hay hệ thống chính trị
superficial;adj. nông cạn, hời hợt
superfluous;adj. thừa thãi, không cần thiết
susceptible;adj. dễ bị (ảnh hưởng, tổn thương,...)
sustain;v. giữ vững được, duy trì
tacit;adj. ngầm, không nói ra
tangible;adj. hữu hình, rõ ràng
tedious;adj. chán ngắt, tẻ nhạt, nhạt nhẽo, buồn tẻ
temper;v. làm ôn hoà hoặc làm dịu đi tác động của cái gì
temperate;adj. có chừng mực, ôn hoà
tentative;adj. tạm thời
tenuous;adj. yếu ớt, không chắc chắn (hầu như không tồn tại)
transient;adj. ngắn ngủi, thoáng qua
trivial;adj. nhỏ nhặt, lặt vặt
ubiquitous;adj. có ở khắp nơi, rất phổ biến
undermine;v. làm yếu đi, giảm hiệu quả (nhất là sự tự tin, quyền lực)
unequivocal;adj. (thể hiện ý kiến, ý định) rõ ràng và chắc chắn
unorthodox;adj. không chính thống
unprecedented;adj. chưa từng có/xảy ra trước đây
utilitarian;adj. mang tính hữu dụng, thiết thực
viable;adj. có tính khả thi
volatile;adj. nhiều biến động, dễ trở nên xấu đi hay nguy hiểm hơn
vulnerable;adj. dễ bị tổn thương
wary;adj. thận trọng, cảnh giác đối với ai, điều gì
watershed;n. lưu vực sông, đầu nguồn
wry;adj. khôi hài, như trò hề (hint :w...)
zenith;n. cực điểm, tột đỉnh
aberration;n. sự khác thường, sự loạn trí
accolade;n. sự vinh danh, phần thưởng cho thành tựu mà mọi người ngưỡng mộ
acrid;adj. mùi chát
acrimonious;adj. chua cay, gay gắt
acumen;n. sự nhạy bén
adulation;n. sự ngưỡng mộ, tâng bốc
affable;adj. lịch sự, hoà nhã, niềm nở, ân cần
agnostic;n. người tin rằng không thể biết được rằng liệu Chúa có tồn tại hay không.
alacrity;n. sự sốt sắng
altruism;n. lòng vị tha, sự quên mình
amalgam;n. hỗn hợp, sự kết hợp của nhiều thứ
amorphous;adj. không có hình dạng, cấu trúc xác định
anachronism;n. người, phong tục, quan niệm lỗi thời
antagonistic;adj. trái ngược, đối lập, cảm thấy sự đối nghịch với ai hay điều gì
antipathy;n. ác cảm
antiquated;adj. không hợp thời, lạc hậu
antithesis;n. sự đối lập với
apathetic;adj. lãnh đạm, thờ ơ
apocryphal;adj. giả mạo, ngụy tạo
appease;v. làm dịu, xoa dịu
arcane;adj. bí ẩn, kì lạ, phức tạp
archetype;n. ví dụ điển hình
artifice;n. mưu mẹo, kỹ xảo
ascetic;adj. khổ hạnh
atheist;n. người theo thuyết vô thần
atrophy;n. sự teo (cơ)
audacious;adj. gan dạ, táo bạo
augment;v. làm tăng lên
auspicious;adj. có điềm tốt, điềm lành, thuận lợi
aversion;n. sự ác cảm, không thích
axiom;n. chân lý, định lí
banal;adj. thường, vô vị
bastion;n. pháo đài, thành trì (nghĩa bóng)
belligerent;adj. hay gây sự
blasphemy;n. sự báng bổ, hành vi, lời nói xúc phạm hoặc thiếu tôn kính đối với chúa hay tôn giáo nào
brevity;n. tính khúc chiết, sự vắn tắt, sự ngắn gọn
brusque;adj. lỗ mãng, cộc cằn
callous;adj. nhẫn tâm
candid;adj. ngay thẳng, bộc trực
candour;n. tính thật thà, ngay thẳng
capricious;adj. thất thường
caustic;adj. châm biếm, cay độc
censure;n. sự chỉ trích mạnh mẽ
chagrin;n. sự thất vọng hoặc bực mình
charlatan;n. kẻ bất tài mà hay loè bịp
churlish;adj. thô lỗ, nóng tính
circumspect;adj. thận trọng
circumvent;v. tìm cách tránh một khó khăn hoặc một quy định nào đó, lách (luật)
clamour;v. đòi một cách ầm ĩ, lớn tiếng
clandestine;adj. giấu giếm, bí mật
cogent;adj. vững chắc, có sức thuyết phục
colloquial;adj. dùng trong hội thoại chứ không phải trong ngữ cảnh trang trọng hay văn viết
conciliatory;adj. (mang tính) hoà giải
concord;n. sự hòa hợp, hòa thuận
concur;v. đồng ý
condone;v. tha thứ, bỏ qua
confound;v. khiến ai bối rối và ngạc nhiên
congenial;adj. hợp nhau, ăn ý nhau
connoisseur;n. chuyên gia (về làm đẹp, nghệ thuật, ẩm thực, âm nhạc)
consummate;adj. cực kì giỏi, hoàn hảo
conundrum;n. câu hỏi, vấn đề nan giải
convoluted;adj. cực kì phức tạp và khó theo dõi
copious;adj. nhiều, với số lượng lớn
cryptic;adj. ẩn ý hoặc không dễ hiểu
cursory;adj. qua loa, lướt qua
curtail;v. cắt bớt, rút ngắn
cynic;n. người tin rằng con người làm mọi điều chỉ để làm lợi cho bản thân, hơn là vì lí do tốt đẹp hay chân thành gì
dearth;n. sự thiếu, sự khan hiếm
debacle;n. sự sụp đổ, thất bại hoàn toàn
decorum;n. sự đứng đắn, lịch thiệp
deferential;n. cung kính, tôn kính
deft;adj. khéo léo
deleterious;adj. có hại, gây phá hoại
denounce;v. chỉ trích mạnh mẽ
deplore;v. kịch liệt phản đối
derogatory;adj. phê phán, chỉ trích
despondent;adj. chán nản, thất vọng
didactic;adj. để dạy ai điều gì, sư phạm
diffident;adj. thiếu tự tin, không muốn nói về bản thân
discriminating;adj. biết phân biệt, biết suy xét
disinterested;adj. không thiên vị, khách quan
dispassionate;adj. không thiên vị
dispel;v. xua đuổi đi, xua tan
disseminate;v. truyền bá, phổ biến, gieo rắc (khắp nơi)
dissipate;v. xua tan, (làm) tiêu tan
divisive;adj. gây chia rẽ
docile;adj. dễ bảo, ngoan ngoãn
dogmatic;adj. cho rằng hoặc gợi ý rằng cái gì đó là đúng mà chẳng đếm xỉa đến bằng chứng hoặc những ý kiến khác, giáo điều
duplicity;n. hành vi lừa dối (khiến ai tin vào điều gì không đúng)
ebullient;adj. sôi nổi, tràn đầy năng lượng
eclectic;adj. (triết học) chiết trung, không bị gò bó vào một nguồn tư tưởng... mà chọn lựa và sử dụng từ một phạm vi rộng
elitism;n. cách thức tổ chức hệ thống, xã hội mà chỉ có một số ít người ưu tú có quyền lực hay ảnh hưởng
elliptical;adj. có hình e-lip
elucidate;v. làm sáng tỏ, giải thích
engender;v. gây ra, đem lại
enmity;n. sự thù hằn, sự thù hận
ephemeral;adj. phù du, kéo dài trong thời gian ngắn
epitome;n. một ví dụ tiêu biểu của
equanimity;n. sự bình thản, điềm tĩnh
equivocal;adj. lập lờ, nước đôi, có thể hiểu theo nhiều cách
esoteric;adj. chỉ những người đặc biệt quan tâm, có kiến thức chuyên môn mới hiểu được
ethereal;adj. thanh tao, như thuộc về một thế giới khác
euphemism;n. sự nói giảm, nói tránh, uyển ngữ
exacerbate;v. làm tăng, làm trầm trọng thêm (bệnh, sự tức giận, sự đau đớn)
exacting;adj. đòi hỏi nhiều nỗ lực và sự tỉ mỉ
exemplify;v. là hình mẫu, là ví dụ cho
exorbitant;adj. quá cao, cắt cổ (giá...)
extraneous;adj. không trực tiếp liên quan đến (vấn đề đang giải quyết...)
extricate;v. giải thoát (khỏi một tình huống khó khăn)
facile;adj. dễ dãi, hời hợt
fanaticism;n. sự cuồng tín
fastidious;adj. tỉ mỉ, kĩ lưỡng
fickle;adj. hay thay đổi, không kiên định
figurative;adj. với nghĩa bóng
finesse;n. sự khéo léo (trong giao tiếp)
flagrant;adj. trắng trợn (hint :f...)
flaunt;v. khoe khoang
florid;adj. bóng bẩy (nghĩa bóng), quá nhiều sự trang trí hay chi tiết
fortitude;n. sự ngoan cường (khi đối mặt khó khăn, sự đau đớn)
fortuitous;adj. tình cờ (nhất là một điều may mắn)
frivolous;adj. không nghiêm túc
furtive;adj. lén lút, bí mật
gratuitous;adj. không có lí do, mục đích gì, không cần thiết
gregarious;adj. thích giao lưu
gullible;adj. cả tin
hallowed;adj. linh thiêng
haughty;adj. kiêu căng, ngạo mạn
hiatus;n. quãng nghỉ
husbandry;n. việc sử dụng các nguồn lực một cách cẩn thận
hyperbole;n. lối nói cường điệu
hypocrite;n. kẻ đạo đức giả
idiosyncrasy;n. phong cách riêng (nhất là bất bình thường), đặc tính không bình thường
illusory;adj. không có thực, giả tạo
immutable;adj. không thể thay đổi được, bất biến
impasse;n. thế bế tắc
impede;v. cản trở, ngăn cản
imperious;adj. hống hách, độc đoán
impervious;adj. không cho chất lỏng, khí thấm hay đi qua được
impetuous;adj. bốc đồng
implacable;adj. không thể thay đổi được (hint :i...)
implausible;adj. đáng ngờ, không có vẻ hợp lý, có thật
impromptu;adj. ngẫu hứng, không có sự chuẩn bị trước
incense;v. làm ai nổi giận
incessant;adj. không dứt, liên miên
incipient;adj. chớm nở, mới bắt đầu
incisive;adj. sắc sảo, sâu sắc
incoherent;adj. rời rạc, không mạch lạc
incongruous;adj. kì lạ, và không phù hợp với một tình huống nào đó
inconsequential;adj. không quan trọng
inconspicuous;adj. kín đáo, không dễ thấy
indiscriminate;adj. thiếu suy nghĩ, bất cẩn
indulgent;adj. hay nuông chiều, hay chiều theo
inept;adj. không có khả năng, vụng về, ngu ngốc
inexorable;adj. không thể ngăn cản, thay đổi được
inimical;adj. có hại cho
innocuous;adj. không có hại, vô thưởng, vô phạt
innuendo;n. lời nói bóng nói gió, lời nói cạnh khóe
insatiable;adj. không thể thoả mãn được, không chán
inscrutable;adj. bí hiểm, khó hiểu (khó biết được suy nghĩ hay cảm xúc của họ)
insidious;adj. âm ỉ, ngấm ngầm (gây ra tác hại nghiêm trọng)
insolent;adj. xấc xược
insolvent;adj. vỡ nợ, phá sản
insurgent;n. người nổi loạn, nổi dậy
intractable;adj. khó giải quyết (vấn đề), bướng bỉnh (người)
intrepid;adj. gan dạ, dũng cảm
introspective;adj. hay tự xem xét nội tâm, hướng nội
irreverent;adj. thiếu tôn kính, bất kính
irrevocable;adj. không thể thay đổi được (hint :i...)
itinerant;adj. đi hết nơi này đến nơi khác, lưu động (hint :i...)
jaded;adj. mệt mỏi, chán ngấy
jubilant;adj. vui sướng, mừng rỡ
judicious;adj. sáng suốt, khôn ngoan, có suy xét
languid;adj. di chuyển chậm rãi, từ tốn
lethargy;n. trạng thái mê mệt, uể oải (hint :l...)
lithe;adj. mềm mại, uyển chuyển
lucid;adj. rõ ràng, dễ hiểu (hint :l...)
malaise;n. nỗi khó chịu, sự phiền muộn
malleable;adj. dễ uốn, dễ tạo hình
maverick;n. người cư xử hoặc suy nghĩ không như người khác, nhưng có những ý kiến độc lập, khác lạ.
meander;v. đi lang thang, đi vơ vẩn
mercurial;adj. hay thay đổi hoặc phản ứng một cách bất ngờ
milieu;n. môi trường xã hội (sống, làm việc)
misnomer;n. sự nhầm tên, sự dùng từ sai, sự dùng thuật ngữ sai
mitigate;v. giảm nhẹ, làm dịu bớt
moribund;adj. ở tình trạng rất tệ, sắp chết
morose;adj. buồn rầu, rầu rĩ, ủ ê
myopia;n. tật cận thị
negate;v. phủ nhận, bác bỏ
notoriety;n. tiếng xấu
noxious;adj. độc hại
oblique;adj. quanh co, không thẳng thắn
obliterate;v. xóa sạch dấu vết
opulent;adj. được làm, trang trí với chất liệu đắt tiền
ostentatious;adj. phô trương, khoe khoang
painstaking;adj. cần nhiều nỗ lực và sự tỉ mỉ
palpable;adj. có thể nhận thấy hay sờ mó được
paltry;adj. không đáng kể
panacea;n. thuốc bách bệnh, thần dược
paragon;n. người hoàn hảo hoặc là một mẫu mực của đức tính gì tốt đẹp
pathos;n. tính chất, sự cảm động
paucity;n. số lượng nhỏ, sự thiếu thốn
pedantic;adj. quá quan tâm về những chi tiết, quy tắc nhỏ nhặt
pejorative;adj. theo nghĩa xấu, phê phán
penchant;n. thiên hướng thích cái gì, sở thích
peremptory;adj. cưỡng bách
perfunctory;adj. chiếu lệ, đại khái
pernicious;adj. độc hại, nguy hiểm (nhất là một cách từ từ, không dễ nhận thấy)
petulant;adj. nóng nảy và quá đáng
philanthropy;n. hành động thương người, từ thiện
philistine;n. người không thích hoặc không am hiểu về nghệ thuật, văn học, âm nhạc...
pivotal;adj. then chốt, mấu chốt
placate;v. xoa dịu (ai), làm (ai) nguôi giận
placid;adj. bình thản, điềm tĩnh
platitude;n. lời nhận xét, câu phát biểu vô vị, tầm thường
plethora;n. (tình trạng) quá thừa, quá nhiều
polemical;adj. gây tranh cãi
ponderous;adj. rất nhàm chán và chậm chạp
posthumous;adj. (xảy ra, thực hiện, xuất bản...) sau khi ai đó chết
precept;n. châm ngôn
precipitous;adj. vội vàng, hấp tấp
precocious;adj. sớm phát triển, có một số khả năng được phát triển ở tuổi sớm hơn bình thường
predilection;n. sự ưa chuộng, sự ưa thích đặc biệt (cái gì)
pre-eminent;adj. vượt trội hơn, hơn hẳn
pretentious;adj. giả vờ, giả tạo
pristine;adj. nguyên sơ, còn mới nguyên, tươi, sạch sẽ như mới
prodigal;adj. hoang phí (tiền bạc, thời gian, tài nguyên...)
prodigious;adj. to lớn, lớn lao, phi thường
prodigy;n. thần đồng
profane;adj. báng bổ (thần thánh)
proliferate;v. tăng nhanh
propriety;n. sự đúng đắn, sự đúng mực
prosaic;adj. buồn tẻ, không thể hiện trí tưởng tượng
quiescent;adj. tĩnh lặng, không hoạt động
ramble;v. đi dạo chơi (nhất là ở nông thôn)
rant;v. nói, phàn nàn về điều gì một cách to tiếng và, hoặc giận dữ
ratify;v. phê chuẩn (hint :r...)
raucous;adj. khàn khàn, to và khàn
recalcitrant;adj. ương ngạnh, cứng đầu
recluse;n. người sống ẩn dật
recrimination;n. sự buộc tội, tố cáo lẫn nhau
refute;v. bác bỏ, chứng minh điều gì là sai
relinquish;v. từ bỏ, buông thả
renegade;n. kẻ phản bội (phản đảng, phản đạo)
renounce;v. công khai từ bỏ một danh hiệu, chức vụ
repudiate;v. từ chối, cự tuyệt, bác bỏ
rescind;v. bãi bỏ (luật, hợp đồng, quyết định...)
resilient;adj. kiên cường, nhanh chóng phục hồi sau một cú sốc hoặc chấn thương...
resolute;adj. cương quyết, quyết tâm cao
resplendent;adj. rực rỡ, lộng lẫy
reticent;adj. kín đáo trong lời nói, ít nói
salutary;adj. có lợi, có ảnh hưởng tốt với (mặc dù đôi lúc dường như không thoải mái)
sanguine;adj. lạc quan, đầy hy vọng
scrupulous;adj. đắn đo, thận trọng
serene;adj. yên lặng, thanh bình
servile;adj. hoàn toàn lệ thuộc, mù quáng (nghĩa bóng)
slander;n. sự vu khống, lời vu cáo
solace;n. sự, niềm an ủi
squalor;n. tình trạng bẩn thỉu và khó chịu
stanza;n. đoạn thơ, khổ thơ
strident;adj. điếc tai, đinh tai nhức óc
strut;v. đi khệnh khạng, nghênh ngang
substantiate;v. chứng minh
succinct;adj. ngắn gọn, cô đọng
tactile;adj. (thuộc) xúc giác, sờ mó được
tantamount;adj. đồng nghĩa với, tương đương với
tenable;adj. có thể đứng vững, bảo vệ được (nghĩa bóng)
tenacious;adj. bền bỉ, ngoan cường, quyết tâm
terse;adj. ngắn gọn, cụt ngủn (thường có vẻ không lịch sự, thân thiện)
thwart;v. cản trở (hint :t...)
tirade;n. một tràng, diễn văn đả kích
tout;v. tâng bốc, khen ngợi
transcend;v. vượt qua, hơn
trepidation;n. sự lo lắng, sợ hãi rất lớn
trite;adj. sáo, nhàm chán (bởi vì đã được lặp lại nhiều lần), không phải nguyên gốc
unconventional;adj. trái với thói thường, độc đáo
undaunted;adj. không nản chí, không bị khuất phục
understatement;n. sự nói bớt, sự nói giảm đi
unwarranted;adj. không chính đáng, không phù hợp
unwitting;adj. vô tình, không chủ tâm
